filename,tile,domain,year,I0,J0,I1,J1,lat0,lon0,lat1,lon1,url
wrfout_d02_1831_2019.nc,1831,d02,2019,182,312,191,321,59.38249969,-125.7127991,59.0367012,-126.2957993,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1831/wrfout_d02_1831_2019.nc
wrfout_d02_1832_2019.nc,1832,d02,2019,182,322,191,331,59.74029922,-125.762001,59.39440155,-126.3504028,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1832/wrfout_d02_1832_2019.nc
wrfout_d02_1833_2019.nc,1833,d02,2019,182,332,191,341,60.09790039,-125.8123016,59.7519989,-126.4060974,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1833/wrfout_d02_1833_2019.nc
wrfout_d02_1834_2019.nc,1834,d02,2019,182,342,191,351,60.45529938,-125.8636017,60.1094017,-126.4629974,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1834/wrfout_d02_1834_2019.nc
wrfout_d02_1835_2019.nc,1835,d02,2019,182,352,191,361,60.81240082,-125.9159012,60.46649933,-126.5210037,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1835/wrfout_d02_1835_2019.nc
wrfout_d02_1836_2019.nc,1836,d02,2019,182,362,191,371,61.16930008,-125.9693985,60.82329941,-126.5802994,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1836/wrfout_d02_1836_2019.nc
wrfout_d02_1900_2019.nc,1900,d02,2019,192,2,201,11,48.28689957,-124.0251999,47.95019913,-124.4829025,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1900/wrfout_d02_1900_2019.nc
wrfout_d02_1901_2019.nc,1901,d02,2019,192,12,201,21,48.64400101,-124.0494995,48.30699921,-124.5105972,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1901/wrfout_d02_1901_2019.nc
wrfout_d02_1902_2019.nc,1902,d02,2019,192,22,201,31,49.00130081,-124.0743027,48.66400146,-124.5388031,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1902/wrfout_d02_1902_2019.nc
wrfout_d02_1903_2019.nc,1903,d02,2019,192,32,201,41,49.35879898,-124.0994034,49.02119827,-124.5672989,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1903/wrfout_d02_1903_2019.nc
wrfout_d02_1904_2019.nc,1904,d02,2019,192,42,201,51,49.71659851,-124.125,49.37860107,-124.5963974,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1904/wrfout_d02_1904_2019.nc
wrfout_d02_1905_2019.nc,1905,d02,2019,192,52,201,61,50.07450104,-124.1509018,49.73619843,-124.6259003,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1905/wrfout_d02_1905_2019.nc
wrfout_d02_1906_2019.nc,1906,d02,2019,192,62,201,71,50.43270111,-124.1772995,50.09400177,-124.6557999,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1906/wrfout_d02_1906_2019.nc
wrfout_d02_1907_2019.nc,1907,d02,2019,192,72,201,81,50.79090118,-124.2041016,50.45199966,-124.6863022,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1907/wrfout_d02_1907_2019.nc
wrfout_d02_1908_2019.nc,1908,d02,2019,192,82,201,91,51.1493988,-124.2313995,50.81019974,-124.7172012,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1908/wrfout_d02_1908_2019.nc
wrfout_d02_1909_2019.nc,1909,d02,2019,192,92,201,101,51.50799942,-124.2591019,51.16849899,-124.748703,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1909/wrfout_d02_1909_2019.nc
wrfout_d02_1910_2019.nc,1910,d02,2019,192,102,201,111,51.86669922,-124.2872009,51.52700043,-124.7807007,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1910/wrfout_d02_1910_2019.nc
wrfout_d02_1911_2019.nc,1911,d02,2019,192,112,201,121,52.2254982,-124.3158035,51.88560104,-124.8132019,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1911/wrfout_d02_1911_2019.nc
wrfout_d02_1912_2019.nc,1912,d02,2019,192,122,201,131,52.58449936,-124.344902,52.24430084,-124.846199,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1912/wrfout_d02_1912_2019.nc
wrfout_d02_1913_2019.nc,1913,d02,2019,192,132,201,141,52.94350052,-124.3744965,52.60309982,-124.8798981,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1913/wrfout_d02_1913_2019.nc
wrfout_d02_1914_2019.nc,1914,d02,2019,192,142,201,151,53.30260086,-124.4047012,52.9620018,-124.9141006,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1914/wrfout_d02_1914_2019.nc
wrfout_d02_1915_2019.nc,1915,d02,2019,192,152,201,161,53.66180038,-124.4353027,53.32089996,-124.9487991,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1915/wrfout_d02_1915_2019.nc
wrfout_d02_1916_2019.nc,1916,d02,2019,192,162,201,171,54.02099991,-124.4664993,53.67990112,-124.9841995,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1916/wrfout_d02_1916_2019.nc
wrfout_d02_1917_2019.nc,1917,d02,2019,192,172,201,181,54.38019943,-124.4981995,54.03900146,-125.0202026,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1917/wrfout_d02_1917_2019.nc
wrfout_d02_1918_2019.nc,1918,d02,2019,192,182,201,191,54.73949814,-124.5305023,54.39810181,-125.0568008,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1918/wrfout_d02_1918_2019.nc
wrfout_d02_1919_2019.nc,1919,d02,2019,192,192,201,201,55.09880066,-124.5634003,54.75719833,-125.0942001,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1919/wrfout_d02_1919_2019.nc
wrfout_d02_1920_2019.nc,1920,d02,2019,192,202,201,211,55.45809937,-124.5969009,55.11629868,-125.132103,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1920/wrfout_d02_1920_2019.nc
wrfout_d02_1921_2019.nc,1921,d02,2019,192,212,201,221,55.81740189,-124.6309967,55.47539902,-125.1707993,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1921/wrfout_d02_1921_2019.nc
wrfout_d02_1922_2019.nc,1922,d02,2019,192,222,201,231,56.17660141,-124.6657028,55.83449936,-125.2100983,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1922/wrfout_d02_1922_2019.nc
wrfout_d02_1923_2019.nc,1923,d02,2019,192,232,201,241,56.53580093,-124.7009964,56.1935997,-125.2501984,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1923/wrfout_d02_1923_2019.nc
wrfout_d02_1924_2019.nc,1924,d02,2019,192,242,201,251,56.89479828,-124.7370987,56.55260086,-125.2910004,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1924/wrfout_d02_1924_2019.nc
wrfout_d02_1925_2019.nc,1925,d02,2019,192,252,201,261,57.25389862,-124.7738037,56.91149902,-125.3326035,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1925/wrfout_d02_1925_2019.nc
wrfout_d02_1926_2019.nc,1926,d02,2019,192,262,201,271,57.6128006,-124.811203,57.27030182,-125.375,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1926/wrfout_d02_1926_2019.nc
wrfout_d02_1927_2019.nc,1927,d02,2019,192,272,201,281,57.97159958,-124.8492966,57.6291008,-125.4181976,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1927/wrfout_d02_1927_2019.nc
wrfout_d02_1928_2019.nc,1928,d02,2019,192,282,201,291,58.33029938,-124.8881989,57.98770142,-125.4623032,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1928/wrfout_d02_1928_2019.nc
wrfout_d02_1929_2019.nc,1929,d02,2019,192,292,201,301,58.68889999,-124.9279022,58.34619904,-125.5072021,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1929/wrfout_d02_1929_2019.nc
wrfout_d02_1930_2019.nc,1930,d02,2019,192,302,201,311,59.04729843,-124.9682999,58.70449829,-125.5530014,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1930/wrfout_d02_1930_2019.nc
wrfout_d02_1931_2019.nc,1931,d02,2019,192,312,201,321,59.4054985,-125.0095978,59.06269836,-125.5997009,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1931/wrfout_d02_1931_2019.nc
wrfout_d02_1932_2019.nc,1932,d02,2019,192,322,201,331,59.76350021,-125.0516968,59.42070007,-125.6473007,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1932/wrfout_d02_1932_2019.nc
wrfout_d02_1933_2019.nc,1933,d02,2019,192,332,201,341,60.12139893,-125.0947037,59.7784996,-125.6959991,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1933/wrfout_d02_1933_2019.nc
wrfout_d02_1934_2019.nc,1934,d02,2019,192,342,201,351,60.47900009,-125.1386032,60.13619995,-125.7455978,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1934/wrfout_d02_1934_2019.nc
wrfout_d02_1935_2019.nc,1935,d02,2019,192,352,201,361,60.8362999,-125.1832962,60.49349976,-125.7962036,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1935/wrfout_d02_1935_2019.nc
wrfout_d02_1936_2019.nc,1936,d02,2019,192,362,201,371,61.19340134,-125.2291031,60.85070038,-125.8479004,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1936/wrfout_d02_1936_2019.nc
wrfout_d02_2000_2019.nc,2000,d02,2019,202,2,211,11,48.30160141,-123.4885025,47.96730042,-123.9502029,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2000/wrfout_d02_2000_2019.nc
wrfout_d02_2001_2019.nc,2001,d02,2019,202,12,211,21,48.65879822,-123.5086975,48.32419968,-123.9738998,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2001/wrfout_d02_2001_2019.nc
wrfout_d02_2002_2019.nc,2002,d02,2019,202,22,211,31,49.0163002,-123.5292969,48.68130112,-123.9979019,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2002/wrfout_d02_2002_2019.nc
wrfout_d02_2003_2019.nc,2003,d02,2019,202,32,211,41,49.37400055,-123.5501022,49.0387001,-124.0222015,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2003/wrfout_d02_2003_2019.nc
wrfout_d02_2004_2019.nc,2004,d02,2019,202,42,211,51,49.73180008,-123.5712967,49.39630127,-124.0469971,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2004/wrfout_d02_2004_2019.nc
wrfout_d02_2005_2019.nc,2005,d02,2019,202,52,211,61,50.08990097,-123.5929031,49.75400162,-124.072197,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2005/wrfout_d02_2005_2019.nc
wrfout_d02_2006_2019.nc,2006,d02,2019,202,62,211,71,50.44820023,-123.6147995,50.11199951,-124.097702,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2006/wrfout_d02_2006_2019.nc
wrfout_d02_2007_2019.nc,2007,d02,2019,202,72,211,81,50.80659866,-123.637001,50.47019958,-124.123703,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2007/wrfout_d02_2007_2019.nc
wrfout_d02_2008_2019.nc,2008,d02,2019,202,82,211,91,51.16519928,-123.6595993,50.82849884,-124.1501007,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2008/wrfout_d02_2008_2019.nc
wrfout_d02_2009_2019.nc,2009,d02,2019,202,92,211,101,51.52389908,-123.6826019,51.18700027,-124.1769028,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2009/wrfout_d02_2009_2019.nc
wrfout_d02_2010_2019.nc,2010,d02,2019,202,102,211,111,51.88270187,-123.7060013,51.54560089,-124.2042007,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2010/wrfout_d02_2010_2019.nc
wrfout_d02_2011_2019.nc,2011,d02,2019,202,112,211,121,52.24169922,-123.7296982,51.90430069,-124.2319031,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2011/wrfout_d02_2011_2019.nc
wrfout_d02_2012_2019.nc,2012,d02,2019,202,122,211,131,52.60079956,-123.7538986,52.26319885,-124.2601013,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2012/wrfout_d02_2012_2019.nc
wrfout_d02_2013_2019.nc,2013,d02,2019,202,132,211,141,52.95999908,-123.7783966,52.62210083,-124.2888031,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2013/wrfout_d02_2013_2019.nc
wrfout_d02_2014_2019.nc,2014,d02,2019,202,142,211,151,53.31919861,-123.8033981,52.98120117,-124.3179016,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2014/wrfout_d02_2014_2019.nc
wrfout_d02_2015_2019.nc,2015,d02,2019,202,152,211,161,53.67850113,-123.8289032,53.34030151,-124.3476028,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2015/wrfout_d02_2015_2019.nc
wrfout_d02_2016_2019.nc,2016,d02,2019,202,162,211,171,54.03789902,-123.8546982,53.69950104,-124.3777008,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2016/wrfout_d02_2016_2019.nc
wrfout_d02_2017_2019.nc,2017,d02,2019,202,172,211,181,54.39730072,-123.8811035,54.05879974,-124.4084015,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2017/wrfout_d02_2017_2019.nc
wrfout_d02_2018_2019.nc,2018,d02,2019,202,182,211,191,54.75669861,-123.9078979,54.41799927,-124.4396973,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2018/wrfout_d02_2018_2019.nc
wrfout_d02_2019_2019.nc,2019,d02,2019,202,192,211,201,55.11619949,-123.9352036,54.77730179,-124.4714966,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2019/wrfout_d02_2019_2019.nc
wrfout_d02_2020_2019.nc,2020,d02,2019,202,202,211,211,55.4756012,-123.9629974,55.13660049,-124.5037994,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2020/wrfout_d02_2020_2019.nc
wrfout_d02_2021_2019.nc,2021,d02,2019,202,212,211,221,55.83499908,-123.9912033,55.4958992,-124.5367966,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2021/wrfout_d02_2021_2019.nc
wrfout_d02_2022_2019.nc,2022,d02,2019,202,222,211,231,56.19440079,-124.0199966,55.85520172,-124.5703964,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2022/wrfout_d02_2022_2019.nc
wrfout_d02_2023_2019.nc,2023,d02,2019,202,232,211,241,56.55379868,-124.0494003,56.21440125,-124.604599,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2023/wrfout_d02_2023_2019.nc
wrfout_d02_2024_2019.nc,2024,d02,2019,202,242,211,251,56.9129982,-124.0792999,56.57360077,-124.6393967,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2024/wrfout_d02_2024_2019.nc
wrfout_d02_2025_2019.nc,2025,d02,2019,202,252,211,261,57.27220154,-124.1098022,56.93270111,-124.6748962,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2025/wrfout_d02_2025_2019.nc
wrfout_d02_2026_2019.nc,2026,d02,2019,202,262,211,271,57.63130188,-124.1408005,57.29180145,-124.7109985,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2026/wrfout_d02_2026_2019.nc
wrfout_d02_2027_2019.nc,2027,d02,2019,202,272,211,281,57.99029922,-124.1725006,57.65069962,-124.7479019,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2027/wrfout_d02_2027_2019.nc
wrfout_d02_2028_2019.nc,2028,d02,2019,202,282,211,291,58.3492012,-124.2048035,58.0094986,-124.7854996,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2028/wrfout_d02_2028_2019.nc
wrfout_d02_2029_2019.nc,2029,d02,2019,202,292,211,301,58.707901,-124.2377014,58.36819839,-124.8237991,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2029/wrfout_d02_2029_2019.nc
wrfout_d02_2030_2019.nc,2030,d02,2019,202,302,211,311,59.06650162,-124.2713013,58.72679901,-124.8628006,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2030/wrfout_d02_2030_2019.nc
wrfout_d02_2031_2019.nc,2031,d02,2019,202,312,211,321,59.42490005,-124.3054962,59.08520126,-124.9027023,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2031/wrfout_d02_2031_2019.nc
wrfout_d02_2032_2019.nc,2032,d02,2019,202,322,211,331,59.78310013,-124.3404999,59.44340134,-124.9432983,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2032/wrfout_d02_2032_2019.nc
wrfout_d02_2033_2019.nc,2033,d02,2019,202,332,211,341,60.14110184,-124.3761978,59.80139923,-124.9848022,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2033/wrfout_d02_2033_2019.nc
wrfout_d02_2034_2019.nc,2034,d02,2019,202,342,211,351,60.49890137,-124.4125977,60.15930176,-125.0270996,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2034/wrfout_d02_2034_2019.nc
wrfout_d02_2035_2019.nc,2035,d02,2019,202,352,211,361,60.85649872,-124.4497986,60.51689911,-125.0702972,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2035/wrfout_d02_2035_2019.nc
wrfout_d02_2036_2019.nc,2036,d02,2019,202,362,211,371,61.21379852,-124.4878006,60.87419891,-125.114502,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2036/wrfout_d02_2036_2019.nc
wrfout_d02_2100_2019.nc,2100,d02,2019,212,2,221,11,48.31359863,-122.9514999,47.9817009,-123.4171982,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2100/wrfout_d02_2100_2019.nc
wrfout_d02_2101_2019.nc,2101,d02,2019,212,12,221,21,48.67089844,-122.967598,48.33869934,-123.4367981,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2101/wrfout_d02_2101_2019.nc
wrfout_d02_2102_2019.nc,2102,d02,2019,212,22,221,31,49.0284996,-122.983902,48.69589996,-123.4565964,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2102/wrfout_d02_2102_2019.nc
wrfout_d02_2103_2019.nc,2103,d02,2019,212,32,221,41,49.38619995,-123.0005035,49.05339813,-123.476799,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2103/wrfout_d02_2103_2019.nc
wrfout_d02_2104_2019.nc,2104,d02,2019,212,42,221,51,49.74420166,-123.0174026,49.41109848,-123.4972,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2104/wrfout_d02_2104_2019.nc
wrfout_d02_2105_2019.nc,2105,d02,2019,212,52,221,61,50.10240173,-123.0345001,49.76900101,-123.5179977,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2105/wrfout_d02_2105_2019.nc
wrfout_d02_2106_2019.nc,2106,d02,2019,212,62,221,71,50.46080017,-123.0518036,50.1271019,-123.5391998,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2106/wrfout_d02_2106_2019.nc
wrfout_d02_2107_2019.nc,2107,d02,2019,212,72,221,81,50.81930161,-123.0695038,50.48540115,-123.5606003,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2107/wrfout_d02_2107_2019.nc
wrfout_d02_2108_2019.nc,2108,d02,2019,212,82,221,91,51.1780014,-123.0875015,50.84379959,-123.5824966,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2108/wrfout_d02_2108_2019.nc
wrfout_d02_2109_2019.nc,2109,d02,2019,212,92,221,101,51.53680038,-123.1056976,51.20240021,-123.604599,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2109/wrfout_d02_2109_2019.nc
wrfout_d02_2110_2019.nc,2110,d02,2019,212,102,221,111,51.89580154,-123.1242981,51.56119919,-123.6271973,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2110/wrfout_d02_2110_2019.nc
wrfout_d02_2111_2019.nc,2111,d02,2019,212,112,221,121,52.25490189,-123.1432037,51.92010117,-123.6501007,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2111/wrfout_d02_2111_2019.nc
wrfout_d02_2112_2019.nc,2112,d02,2019,212,122,221,131,52.61410141,-123.1623993,52.27909851,-123.6734009,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2112/wrfout_d02_2112_2019.nc
wrfout_d02_2113_2019.nc,2113,d02,2019,212,132,221,141,52.97340012,-123.1819,52.63819885,-123.6970978,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2113/wrfout_d02_2113_2019.nc
wrfout_d02_2114_2019.nc,2114,d02,2019,212,142,221,151,53.33269882,-123.2017975,52.99739838,-123.721199,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2114/wrfout_d02_2114_2019.nc
wrfout_d02_2115_2019.nc,2115,d02,2019,212,152,221,161,53.69219971,-123.2220001,53.35660172,-123.7457962,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2115/wrfout_d02_2115_2019.nc
wrfout_d02_2116_2019.nc,2116,d02,2019,212,162,221,171,54.05170059,-123.2425995,53.7159996,-123.7706985,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2116/wrfout_d02_2116_2019.nc
wrfout_d02_2117_2019.nc,2117,d02,2019,212,172,221,181,54.41120148,-123.2634964,54.07540131,-123.7960968,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2117/wrfout_d02_2117_2019.nc
wrfout_d02_2118_2019.nc,2118,d02,2019,212,182,221,191,54.77069855,-123.2847977,54.43479919,-123.8218994,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2118/wrfout_d02_2118_2019.nc
wrfout_d02_2119_2019.nc,2119,d02,2019,212,192,221,201,55.13029861,-123.3065033,54.7942009,-123.8481979,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2119/wrfout_d02_2119_2019.nc
wrfout_d02_2120_2019.nc,2120,d02,2019,212,202,221,211,55.48989868,-123.3284988,55.15370178,-123.875,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2120/wrfout_d02_2120_2019.nc
wrfout_d02_2121_2019.nc,2121,d02,2019,212,212,221,221,55.84939957,-123.3509979,55.51309967,-123.902298,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2121/wrfout_d02_2121_2019.nc
wrfout_d02_2122_2019.nc,2122,d02,2019,212,222,221,231,56.20890045,-123.3739014,55.87260056,-123.9300003,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2122/wrfout_d02_2122_2019.nc
wrfout_d02_2123_2019.nc,2123,d02,2019,212,232,221,241,56.56840134,-123.3972015,56.23199844,-123.9582977,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2123/wrfout_d02_2123_2019.nc
wrfout_d02_2124_2019.nc,2124,d02,2019,212,242,221,251,56.92779922,-123.4209976,56.59130096,-123.9870987,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2124/wrfout_d02_2124_2019.nc
wrfout_d02_2125_2019.nc,2125,d02,2019,212,252,221,261,57.28710175,-123.4451981,56.95059967,-124.0165024,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2125/wrfout_d02_2125_2019.nc
wrfout_d02_2126_2019.nc,2126,d02,2019,212,262,221,271,57.64640045,-123.469902,57.30979919,-124.046402,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2126/wrfout_d02_2126_2019.nc
wrfout_d02_2127_2019.nc,2127,d02,2019,212,272,221,281,58.00550079,-123.4950027,57.66889954,-124.0767975,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2127/wrfout_d02_2127_2019.nc
wrfout_d02_2128_2019.nc,2128,d02,2019,212,282,221,291,58.36449814,-123.5206985,58.0279007,-124.1079025,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2128/wrfout_d02_2128_2019.nc
wrfout_d02_2129_2019.nc,2129,d02,2019,212,292,221,301,58.72340012,-123.5468979,58.38679886,-124.1396027,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2129/wrfout_d02_2129_2019.nc
wrfout_d02_2130_2019.nc,2130,d02,2019,212,302,221,311,59.08209991,-123.5736008,58.74549866,-124.1718979,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2130/wrfout_d02_2130_2019.nc
wrfout_d02_2131_2019.nc,2131,d02,2019,212,312,221,321,59.44070053,-123.6007996,59.10409927,-124.2049026,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2131/wrfout_d02_2131_2019.nc
wrfout_d02_2132_2019.nc,2132,d02,2019,212,322,221,331,59.79909897,-123.6286011,59.46250153,-124.2385025,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2132/wrfout_d02_2132_2019.nc
wrfout_d02_2133_2019.nc,2133,d02,2019,212,332,221,341,60.15719986,-123.6568985,59.8207016,-124.2727966,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2133/wrfout_d02_2133_2019.nc
wrfout_d02_2134_2019.nc,2134,d02,2019,212,342,221,351,60.51520157,-123.6858978,60.17869949,-124.3078003,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2134/wrfout_d02_2134_2019.nc
wrfout_d02_2135_2019.nc,2135,d02,2019,212,352,221,361,60.8728981,-123.7154007,60.53649902,-124.3435974,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2135/wrfout_d02_2135_2019.nc
wrfout_d02_2136_2019.nc,2136,d02,2019,212,362,221,371,61.23040009,-123.7455978,60.89410019,-124.3800964,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2136/wrfout_d02_2136_2019.nc
wrfout_d02_2200_2019.nc,2200,d02,2019,222,2,231,11,48.32279968,-122.414299,47.99330139,-122.8839035,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2200/wrfout_d02_2200_2019.nc
wrfout_d02_2201_2019.nc,2201,d02,2019,222,12,231,21,48.68019867,-122.4262009,48.35039902,-122.8993988,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2201/wrfout_d02_2201_2019.nc
wrfout_d02_2202_2019.nc,2202,d02,2019,222,22,231,31,49.03789902,-122.4383011,48.70769882,-122.9150009,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2202/wrfout_d02_2202_2019.nc
wrfout_d02_2203_2019.nc,2203,d02,2019,222,32,231,41,49.39569855,-122.4505997,49.06529999,-122.9309998,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2203/wrfout_d02_2203_2019.nc
wrfout_d02_2204_2019.nc,2204,d02,2019,222,42,231,51,49.75379944,-122.4630966,49.42309952,-122.947197,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2204/wrfout_d02_2204_2019.nc
wrfout_d02_2205_2019.nc,2205,d02,2019,222,52,231,61,50.11199951,-122.4757996,49.78110123,-122.9636002,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2205/wrfout_d02_2205_2019.nc
