filename,tile,domain,year,I0,J0,I1,J1,lat0,lon0,lat1,lon1,url
wrfout_d02_1036_2019.nc,1036,d02,2019,102,362,111,371,60.84069824,-131.8374023,60.47100067,-132.3811951,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1036/wrfout_d02_1036_2019.nc
wrfout_d02_1037_2019.nc,1037,d02,2019,102,372,111,373,60.91139984,-131.8603973,60.82410049,-132.5016022,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1037/wrfout_d02_1037_2019.nc
wrfout_d02_1104_2019.nc,1104,d02,2019,112,42,121,51,49.49300003,-128.5337067,49.13660049,-128.9691925,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1104/wrfout_d02_1104_2019.nc
wrfout_d02_1105_2019.nc,1105,d02,2019,112,52,121,61,49.84899902,-128.5944977,49.49219894,-129.0328979,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1105/wrfout_d02_1105_2019.nc
wrfout_d02_1106_2019.nc,1106,d02,2019,112,62,121,71,50.2052002,-128.6562958,49.84790039,-129.097702,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1106/wrfout_d02_1106_2019.nc
wrfout_d02_1107_2019.nc,1107,d02,2019,112,72,121,81,50.56159973,-128.7189941,50.2038002,-129.1634979,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1107/wrfout_d02_1107_2019.nc
wrfout_d02_1108_2019.nc,1108,d02,2019,112,82,121,91,50.91809845,-128.7828064,50.55989838,-129.2303009,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1108/wrfout_d02_1108_2019.nc
wrfout_d02_1109_2019.nc,1109,d02,2019,112,92,121,101,51.27460098,-128.8475952,50.91600037,-129.2982025,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1109/wrfout_d02_1109_2019.nc
wrfout_d02_1110_2019.nc,1110,d02,2019,112,102,121,111,51.63130188,-128.9136047,51.27230072,-129.3672943,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1110/wrfout_d02_1110_2019.nc
wrfout_d02_1111_2019.nc,1111,d02,2019,112,112,121,121,51.98809814,-128.9806061,51.62870026,-129.4373932,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1111/wrfout_d02_1111_2019.nc
wrfout_d02_1112_2019.nc,1112,d02,2019,112,122,121,131,52.34500122,-129.0487061,51.98519897,-129.5088043,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1112/wrfout_d02_1112_2019.nc
wrfout_d02_1113_2019.nc,1113,d02,2019,112,132,121,141,52.70190048,-129.1179047,52.34170151,-129.5812988,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1113/wrfout_d02_1113_2019.nc
wrfout_d02_1114_2019.nc,1114,d02,2019,112,142,121,151,53.05889893,-129.1884003,52.69829941,-129.6549988,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1114/wrfout_d02_1114_2019.nc
wrfout_d02_1115_2019.nc,1115,d02,2019,112,152,121,161,53.41600037,-129.2599945,53.05490112,-129.7299957,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1115/wrfout_d02_1115_2019.nc
wrfout_d02_1116_2019.nc,1116,d02,2019,112,162,121,171,53.77299881,-129.332901,53.41159821,-129.8063049,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1116/wrfout_d02_1116_2019.nc
wrfout_d02_1117_2019.nc,1117,d02,2019,112,172,121,181,54.13000107,-129.4071045,53.7682991,-129.8838959,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1117/wrfout_d02_1117_2019.nc
wrfout_d02_1118_2019.nc,1118,d02,2019,112,182,121,191,54.48709869,-129.4824982,54.125,-129.9629059,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1118/wrfout_d02_1118_2019.nc
wrfout_d02_1119_2019.nc,1119,d02,2019,112,192,121,201,54.84410095,-129.5592957,54.4817009,-130.0431976,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1119/wrfout_d02_1119_2019.nc
wrfout_d02_1120_2019.nc,1120,d02,2019,112,202,121,211,55.2010994,-129.6374969,54.8382988,-130.125,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1120/wrfout_d02_1120_2019.nc
wrfout_d02_1121_2019.nc,1121,d02,2019,112,212,121,221,55.55799866,-129.7171021,55.19490051,-130.2082062,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1121/wrfout_d02_1121_2019.nc
wrfout_d02_1122_2019.nc,1122,d02,2019,112,222,121,231,55.91490173,-129.7982025,55.55149841,-130.2929993,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1122/wrfout_d02_1122_2019.nc
wrfout_d02_1123_2019.nc,1123,d02,2019,112,232,121,241,56.27159882,-129.8807068,55.90790176,-130.379303,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1123/wrfout_d02_1123_2019.nc
wrfout_d02_1124_2019.nc,1124,d02,2019,112,242,121,251,56.62829971,-129.964798,56.2643013,-130.4671936,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1124/wrfout_d02_1124_2019.nc
wrfout_d02_1125_2019.nc,1125,d02,2019,112,252,121,261,56.98490143,-130.0503998,56.62060165,-130.5565948,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1125/wrfout_d02_1125_2019.nc
wrfout_d02_1126_2019.nc,1126,d02,2019,112,262,121,271,57.34130096,-130.1376953,56.97669983,-130.6477966,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1126/wrfout_d02_1126_2019.nc
wrfout_d02_1127_2019.nc,1127,d02,2019,112,272,121,281,57.69760132,-130.2266998,57.33280182,-130.7407074,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1127/wrfout_d02_1127_2019.nc
wrfout_d02_1128_2019.nc,1128,d02,2019,112,282,121,291,58.05369949,-130.3173065,57.68859863,-130.8354034,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1128/wrfout_d02_1128_2019.nc
wrfout_d02_1129_2019.nc,1129,d02,2019,112,292,121,301,58.40969849,-130.4098053,58.04430008,-130.9319,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1129/wrfout_d02_1129_2019.nc
wrfout_d02_1130_2019.nc,1130,d02,2019,112,302,121,311,58.76539993,-130.5039978,58.39979935,-131.030304,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1130/wrfout_d02_1130_2019.nc
wrfout_d02_1131_2019.nc,1131,d02,2019,112,312,121,321,59.1208992,-130.6000977,58.75510025,-131.1306,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1131/wrfout_d02_1131_2019.nc
wrfout_d02_1132_2019.nc,1132,d02,2019,112,322,121,331,59.4762001,-130.6981049,59.11019897,-131.2328949,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1132/wrfout_d02_1132_2019.nc
wrfout_d02_1133_2019.nc,1133,d02,2019,112,332,121,341,59.83129883,-130.7980957,59.46500015,-131.337204,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1133/wrfout_d02_1133_2019.nc
wrfout_d02_1134_2019.nc,1134,d02,2019,112,342,121,351,60.18610001,-130.9002075,59.81959915,-131.4436035,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1134/wrfout_d02_1134_2019.nc
wrfout_d02_1135_2019.nc,1135,d02,2019,112,352,121,361,60.54059982,-131.0043945,60.1739006,-131.5523071,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1135/wrfout_d02_1135_2019.nc
wrfout_d02_1136_2019.nc,1136,d02,2019,112,362,121,371,60.89479828,-131.1107025,60.5279007,-131.6631012,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1136/wrfout_d02_1136_2019.nc
wrfout_d02_1137_2019.nc,1137,d02,2019,112,372,121,373,60.96559906,-131.1322021,60.88159943,-131.7763062,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1137/wrfout_d02_1137_2019.nc
wrfout_d02_1203_2019.nc,1203,d02,2019,122,32,131,41,49.17459869,-127.9296036,48.82089996,-128.3666992,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1203/wrfout_d02_1203_2019.nc
wrfout_d02_1204_2019.nc,1204,d02,2019,122,42,131,51,49.53079987,-127.985199,49.17660141,-128.4253998,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1204/wrfout_d02_1204_2019.nc
wrfout_d02_1205_2019.nc,1205,d02,2019,122,52,131,61,49.8871994,-128.0417023,49.53250122,-128.4848938,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1205/wrfout_d02_1205_2019.nc
wrfout_d02_1206_2019.nc,1206,d02,2019,122,62,131,71,50.24369812,-128.0991974,49.8885994,-128.5453949,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1206/wrfout_d02_1206_2019.nc
wrfout_d02_1207_2019.nc,1207,d02,2019,122,72,131,81,50.60029984,-128.1575012,50.24480057,-128.6067963,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1207/wrfout_d02_1207_2019.nc
wrfout_d02_1208_2019.nc,1208,d02,2019,122,82,131,91,50.9571991,-128.2167969,50.6012001,-128.6692047,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1208/wrfout_d02_1208_2019.nc
wrfout_d02_1209_2019.nc,1209,d02,2019,122,92,131,101,51.31409836,-128.2769928,50.95780182,-128.7326965,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1209/wrfout_d02_1209_2019.nc
wrfout_d02_1210_2019.nc,1210,d02,2019,122,102,131,111,51.67110062,-128.3383026,51.31439972,-128.7971039,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1210/wrfout_d02_1210_2019.nc
wrfout_d02_1211_2019.nc,1211,d02,2019,122,112,131,121,52.02830124,-128.4006042,51.67110062,-128.8627014,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1211/wrfout_d02_1211_2019.nc
wrfout_d02_1212_2019.nc,1212,d02,2019,122,122,131,131,52.38550186,-128.4638977,52.02799988,-128.929306,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1212/wrfout_d02_1212_2019.nc
wrfout_d02_1213_2019.nc,1213,d02,2019,122,132,131,141,52.74280167,-128.5283051,52.38489914,-128.996994,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1213/wrfout_d02_1213_2019.nc
wrfout_d02_1214_2019.nc,1214,d02,2019,122,142,131,151,53.10010147,-128.5937958,52.7419014,-129.0659943,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1214/wrfout_d02_1214_2019.nc
wrfout_d02_1215_2019.nc,1215,d02,2019,122,152,131,161,53.45750046,-128.6604004,53.09889984,-129.1360016,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1215/wrfout_d02_1215_2019.nc
wrfout_d02_1216_2019.nc,1216,d02,2019,122,162,131,171,53.81489944,-128.7281036,53.45589828,-129.2073059,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1216/wrfout_d02_1216_2019.nc
wrfout_d02_1217_2019.nc,1217,d02,2019,122,172,131,181,54.17229843,-128.7971039,53.81299973,-129.2798004,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1217/wrfout_d02_1217_2019.nc
wrfout_d02_1218_2019.nc,1218,d02,2019,122,182,131,191,54.52970123,-128.8672028,54.17010117,-129.3536072,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1218/wrfout_d02_1218_2019.nc
wrfout_d02_1219_2019.nc,1219,d02,2019,122,192,131,201,54.88710022,-128.9387054,54.52719879,-129.4286041,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1219/wrfout_d02_1219_2019.nc
wrfout_d02_1220_2019.nc,1220,d02,2019,122,202,131,211,55.24449921,-129.0113983,54.88420105,-129.5050049,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1220/wrfout_d02_1220_2019.nc
wrfout_d02_1221_2019.nc,1221,d02,2019,122,212,131,221,55.60179901,-129.0854034,55.24129868,-129.5827942,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1221/wrfout_d02_1221_2019.nc
wrfout_d02_1222_2019.nc,1222,d02,2019,122,222,131,231,55.95909882,-129.1607971,55.59820175,-129.6620026,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1222/wrfout_d02_1222_2019.nc
wrfout_d02_1223_2019.nc,1223,d02,2019,122,232,131,241,56.31629944,-129.2375031,55.95510101,-129.7425995,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1223/wrfout_d02_1223_2019.nc
wrfout_d02_1224_2019.nc,1224,d02,2019,122,242,131,251,56.6733017,-129.3157043,56.31190109,-129.824707,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1224/wrfout_d02_1224_2019.nc
wrfout_d02_1225_2019.nc,1225,d02,2019,122,252,131,261,57.03030014,-129.395401,56.66859818,-129.9084015,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1225/wrfout_d02_1225_2019.nc
wrfout_d02_1226_2019.nc,1226,d02,2019,122,262,131,271,57.3871994,-129.4765015,57.02519989,-129.9936066,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1226/wrfout_d02_1226_2019.nc
wrfout_d02_1227_2019.nc,1227,d02,2019,122,272,131,281,57.7439003,-129.5592041,57.38169861,-130.0803986,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1227/wrfout_d02_1227_2019.nc
wrfout_d02_1228_2019.nc,1228,d02,2019,122,282,131,291,58.10039902,-129.6436005,57.73799896,-130.1688995,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1228/wrfout_d02_1228_2019.nc
wrfout_d02_1229_2019.nc,1229,d02,2019,122,292,131,301,58.45679855,-129.729599,58.09420013,-130.2590942,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1229/wrfout_d02_1229_2019.nc
wrfout_d02_1230_2019.nc,1230,d02,2019,122,302,131,311,58.81299973,-129.8171997,58.45009995,-130.3511047,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1230/wrfout_d02_1230_2019.nc
wrfout_d02_1231_2019.nc,1231,d02,2019,122,312,131,321,59.16899872,-129.906601,58.80590057,-130.4447937,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1231/wrfout_d02_1231_2019.nc
wrfout_d02_1232_2019.nc,1232,d02,2019,122,322,131,331,59.52470016,-129.9978027,59.16149902,-130.5404968,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1232/wrfout_d02_1232_2019.nc
wrfout_d02_1233_2019.nc,1233,d02,2019,122,332,131,341,59.88029861,-130.0908966,59.51679993,-130.6380005,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1233/wrfout_d02_1233_2019.nc
wrfout_d02_1234_2019.nc,1234,d02,2019,122,342,131,351,60.23550034,-130.1858063,59.87179947,-130.7375031,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1234/wrfout_d02_1234_2019.nc
wrfout_d02_1235_2019.nc,1235,d02,2019,122,352,131,361,60.59049988,-130.2828064,60.22669983,-130.8390961,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1235/wrfout_d02_1235_2019.nc
wrfout_d02_1236_2019.nc,1236,d02,2019,122,362,131,371,60.94520187,-130.3816986,60.58119965,-130.9427948,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1236/wrfout_d02_1236_2019.nc
wrfout_d02_1237_2019.nc,1237,d02,2019,122,372,131,373,61.01610184,-130.4017944,60.9353981,-131.0485992,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1237/wrfout_d02_1237_2019.nc
wrfout_d02_1302_2019.nc,1302,d02,2019,132,22,141,31,48.85300064,-127.3339005,48.50189972,-127.7725983,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1302/wrfout_d02_1302_2019.nc
wrfout_d02_1303_2019.nc,1303,d02,2019,132,32,141,41,49.20930099,-127.3844986,48.85779953,-127.8262024,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1303/wrfout_d02_1303_2019.nc
wrfout_d02_1304_2019.nc,1304,d02,2019,132,42,141,51,49.56579971,-127.4358978,49.21379852,-127.8806,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1304/wrfout_d02_1304_2019.nc
wrfout_d02_1305_2019.nc,1305,d02,2019,132,52,141,61,49.92240143,-127.4880981,49.57009888,-127.9358978,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1305/wrfout_d02_1305_2019.nc
wrfout_d02_1306_2019.nc,1306,d02,2019,132,62,141,71,50.27930069,-127.5410995,49.92649841,-127.9921036,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1306/wrfout_d02_1306_2019.nc
wrfout_d02_1307_2019.nc,1307,d02,2019,132,72,141,81,50.63619995,-127.5950012,50.28300095,-128.0491028,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1307/wrfout_d02_1307_2019.nc
wrfout_d02_1308_2019.nc,1308,d02,2019,132,82,141,91,50.99340057,-127.6498032,50.63970184,-128.1071014,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1308/wrfout_d02_1308_2019.nc
wrfout_d02_1309_2019.nc,1309,d02,2019,132,92,141,101,51.3506012,-127.7053986,50.9966011,-128.1661072,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1309/wrfout_d02_1309_2019.nc
wrfout_d02_1310_2019.nc,1310,d02,2019,132,102,141,111,51.70800018,-127.762001,51.35359955,-128.2259979,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1310/wrfout_d02_1310_2019.nc
wrfout_d02_1311_2019.nc,1311,d02,2019,132,112,141,121,52.06539917,-127.8195038,51.71060181,-128.2868042,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1311/wrfout_d02_1311_2019.nc
wrfout_d02_1312_2019.nc,1312,d02,2019,132,122,141,131,52.42290115,-127.8779984,52.06779861,-128.3486938,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1312/wrfout_d02_1312_2019.nc
wrfout_d02_1313_2019.nc,1313,d02,2019,132,132,141,141,52.7806015,-127.9375,52.42509842,-128.4116974,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1313/wrfout_d02_1313_2019.nc
wrfout_d02_1314_2019.nc,1314,d02,2019,132,142,141,151,53.13819885,-127.9980011,52.78239822,-128.4756927,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1314/wrfout_d02_1314_2019.nc
wrfout_d02_1315_2019.nc,1315,d02,2019,132,152,141,161,53.4958992,-128.0596008,53.13980103,-128.540802,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1315/wrfout_d02_1315_2019.nc
wrfout_d02_1316_2019.nc,1316,d02,2019,132,162,141,171,53.85369873,-128.1221924,53.49720001,-128.6069946,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1316/wrfout_d02_1316_2019.nc
wrfout_d02_1317_2019.nc,1317,d02,2019,132,172,141,181,54.21149826,-128.1858978,53.85469818,-128.6743927,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1317/wrfout_d02_1317_2019.nc
wrfout_d02_1318_2019.nc,1318,d02,2019,132,182,141,191,54.56919861,-128.2507019,54.21210098,-128.7429047,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1318/wrfout_d02_1318_2019.nc
wrfout_d02_1319_2019.nc,1319,d02,2019,132,192,141,201,54.92699814,-128.3166962,54.56959915,-128.8126984,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1319/wrfout_d02_1319_2019.nc
wrfout_d02_1320_2019.nc,1320,d02,2019,132,202,141,211,55.28469849,-128.3838959,54.92699814,-128.8836975,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1320/wrfout_d02_1320_2019.nc
wrfout_d02_1321_2019.nc,1321,d02,2019,132,212,141,221,55.64239883,-128.452301,55.28440094,-128.9559937,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1321/wrfout_d02_1321_2019.nc
wrfout_d02_1322_2019.nc,1322,d02,2019,132,222,141,231,56,-128.5218964,55.64179993,-129.0294952,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1322/wrfout_d02_1322_2019.nc
wrfout_d02_1323_2019.nc,1323,d02,2019,132,232,141,241,56.35760117,-128.5928955,55.99900055,-129.1045074,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1323/wrfout_d02_1323_2019.nc
wrfout_d02_1324_2019.nc,1324,d02,2019,132,242,141,251,56.71500015,-128.6651001,56.35620117,-129.1808014,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1324/wrfout_d02_1324_2019.nc
wrfout_d02_1325_2019.nc,1325,d02,2019,132,252,141,261,57.07239914,-128.7388,56.71340179,-129.258606,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1325/wrfout_d02_1325_2019.nc
wrfout_d02_1326_2019.nc,1326,d02,2019,132,262,141,271,57.42959976,-128.813797,57.07040024,-129.3377991,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1326/wrfout_d02_1326_2019.nc
wrfout_d02_1327_2019.nc,1327,d02,2019,132,272,141,281,57.7867012,-128.8901978,57.42720032,-129.4185028,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1327/wrfout_d02_1327_2019.nc
wrfout_d02_1328_2019.nc,1328,d02,2019,132,282,141,291,58.14369965,-128.9682007,57.7840004,-129.5007019,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1328/wrfout_d02_1328_2019.nc
wrfout_d02_1329_2019.nc,1329,d02,2019,132,292,141,301,58.50049973,-129.047699,58.1405983,-129.5845947,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1329/wrfout_d02_1329_2019.nc
wrfout_d02_1330_2019.nc,1330,d02,2019,132,302,141,311,58.85710144,-129.1286926,58.49700165,-129.670105,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1330/wrfout_d02_1330_2019.nc
wrfout_d02_1331_2019.nc,1331,d02,2019,132,312,141,321,59.21350098,-129.2113953,58.85319901,-129.7572021,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1331/wrfout_d02_1331_2019.nc
wrfout_d02_1332_2019.nc,1332,d02,2019,132,322,141,331,59.56969833,-129.2957001,59.20920181,-129.8462067,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1332/wrfout_d02_1332_2019.nc
wrfout_d02_1333_2019.nc,1333,d02,2019,132,332,141,341,59.92559814,-129.3816986,59.56499863,-129.9367981,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1333/wrfout_d02_1333_2019.nc
wrfout_d02_1334_2019.nc,1334,d02,2019,132,342,141,351,60.28129959,-129.4694977,59.92050171,-130.0294037,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1334/wrfout_d02_1334_2019.nc
wrfout_d02_1335_2019.nc,1335,d02,2019,132,352,141,361,60.63679886,-129.5592041,60.2757988,-130.1237946,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1335/wrfout_d02_1335_2019.nc
wrfout_d02_1336_2019.nc,1336,d02,2019,132,362,141,371,60.9919014,-129.6506958,60.63079834,-130.2201996,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1336/wrfout_d02_1336_2019.nc
wrfout_d02_1337_2019.nc,1337,d02,2019,132,372,141,373,61.06290054,-129.6692047,60.98550034,-130.3186035,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1337/wrfout_d02_1337_2019.nc
wrfout_d02_1402_2019.nc,1402,d02,2019,142,22,151,31,48.88470078,-126.7921982,48.53580093,-127.2352982,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1402/wrfout_d02_1402_2019.nc
wrfout_d02_1403_2019.nc,1403,d02,2019,142,32,151,41,49.24119949,-126.8386002,48.89189911,-127.2847977,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1403/wrfout_d02_1403_2019.nc
wrfout_d02_1404_2019.nc,1404,d02,2019,142,42,151,51,49.59799957,-126.8856964,49.24829865,-127.3349991,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1404/wrfout_d02_1404_2019.nc
wrfout_d02_1405_2019.nc,1405,d02,2019,142,52,151,61,49.95489883,-126.9336014,49.60480118,-127.3860016,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1405/wrfout_d02_1405_2019.nc
wrfout_d02_1406_2019.nc,1406,d02,2019,142,62,151,71,50.31200027,-126.9822006,49.96149826,-127.4378967,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1406/wrfout_d02_1406_2019.nc
wrfout_d02_1407_2019.nc,1407,d02,2019,142,72,151,81,50.66930008,-127.031601,50.31840134,-127.4906006,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1407/wrfout_d02_1407_2019.nc
wrfout_d02_1408_2019.nc,1408,d02,2019,142,82,151,91,51.02659988,-127.0818024,50.67539978,-127.5440979,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1408/wrfout_d02_1408_2019.nc
wrfout_d02_1409_2019.nc,1409,d02,2019,142,92,151,101,51.38420105,-127.1328964,51.03250122,-127.5985031,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1409/wrfout_d02_1409_2019.nc
wrfout_d02_1410_2019.nc,1410,d02,2019,142,102,151,111,51.7417984,-127.1847992,51.38980103,-127.653801,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1410/wrfout_d02_1410_2019.nc
wrfout_d02_1411_2019.nc,1411,d02,2019,142,112,151,121,52.09960175,-127.2375031,51.74720001,-127.7099991,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1411/wrfout_d02_1411_2019.nc
wrfout_d02_1412_2019.nc,1412,d02,2019,142,122,151,131,52.45740128,-127.2911987,52.10469818,-127.7670975,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1412/wrfout_d02_1412_2019.nc
wrfout_d02_1413_2019.nc,1413,d02,2019,142,132,151,141,52.81529999,-127.3457031,52.46229935,-127.8252029,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1413/wrfout_d02_1413_2019.nc
wrfout_d02_1414_2019.nc,1414,d02,2019,142,142,151,151,53.1733017,-127.4011993,52.81990051,-127.8843002,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1414/wrfout_d02_1414_2019.nc
wrfout_d02_1415_2019.nc,1415,d02,2019,142,152,151,161,53.53129959,-127.4577026,53.17760086,-127.944397,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1415/wrfout_d02_1415_2019.nc
wrfout_d02_1416_2019.nc,1416,d02,2019,142,162,151,171,53.88940048,-127.5150986,53.53540039,-128.0056,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1416/wrfout_d02_1416_2019.nc
wrfout_d02_1417_2019.nc,1417,d02,2019,142,172,151,181,54.24750137,-127.5736008,53.89319992,-128.0677948,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1417/wrfout_d02_1417_2019.nc
