tile_id,i,j,lon,lat
77,280.5000,20.5000,-123.0090,47.8704
77,290.5000,20.5000,-122.4715,47.8586
78,290.5000,10.5000,-122.4907,47.4981
78,300.5000,10.5000,-121.9575,47.4837
78,290.5000,20.5000,-122.4715,47.8586
78,300.5000,20.5000,-121.9340,47.8441
79,300.5000,10.5000,-121.9575,47.4837
79,310.3333,10.6667,-121.4333,47.4730
79,300.5000,20.5000,-121.9340,47.8441
79,310.5000,20.5000,-121.3973,47.8269
80,310.3333,10.6667,-121.4333,47.4730
80,310.5000,20.5000,-121.3973,47.8269
80,320.5000,11.0000,-120.8905,47.4648
80,320.5000,20.5000,-120.8605,47.8068
81,320.5000,11.0000,-120.8905,47.4648
81,320.5000,20.5000,-120.8605,47.8068
81,330.5000,11.0000,-120.3585,47.4421
81,330.5000,20.5000,-120.3242,47.7841
82,330.5000,11.0000,-120.3585,47.4421
82,330.5000,20.5000,-120.3242,47.7841
82,340.5000,11.0000,-119.8265,47.4168
82,340.5000,20.5000,-119.7890,47.7584
83,340.5000,11.0000,-119.8265,47.4168
83,340.5000,20.5000,-119.7890,47.7584
83,350.5000,11.0000,-119.2955,47.3886
83,350.5000,20.5000,-119.2537,47.7301
84,350.5000,11.0000,-119.2955,47.3886
84,350.5000,20.5000,-119.2537,47.7301
84,360.5000,11.0000,-118.7655,47.3578
84,360.5000,20.5000,-118.7198,47.6990
85,360.5000,11.0000,-118.7655,47.3578
85,360.5000,20.5000,-118.7198,47.6990
85,370.5000,11.0000,-118.2355,47.3242
85,370.5000,20.5000,-118.1860,47.6652
86,370.5000,11.0000,-118.2355,47.3242
86,370.5000,20.5000,-118.1860,47.6652
86,380.5000,11.0000,-117.7065,47.2879
86,380.5000,20.5000,-117.6535,47.6286
87,380.5000,11.0000,-117.7065,47.2879
87,380.5000,20.5000,-117.6535,47.6286
87,390.5000,11.0000,-117.1785,47.2489
87,390.5000,20.5000,-117.1215,47.5893
88,390.5000,11.0000,-117.1785,47.2489
88,390.5000,20.5000,-117.1215,47.5893
88,400.0000,11.0000,-116.6780,47.2093
88,400.3333,20.6667,-116.5983,47.5539
117,201.0000,20.5000,-127.2870,47.8642
117,210.5000,20.5000,-126.7758,47.8742
117,200.6667,30.6667,-127.3230,48.2307
117,210.5000,30.5000,-126.7895,48.2352
118,210.5000,20.5000,-126.7758,47.8742
118,220.5000,20.5000,-126.2375,47.8820
118,210.5000,30.5000,-126.7895,48.2352
118,220.5000,30.5000,-126.2475,48.2431
119,220.5000,20.5000,-126.2375,47.8820
119,230.5000,20.5000,-125.6997,47.8871
119,220.5000,30.5000,-126.2475,48.2431
119,230.5000,30.5000,-125.7053,48.2481
120,230.5000,20.5000,-125.6997,47.8871
120,240.5000,20.5000,-125.1615,47.8893
120,230.5000,30.5000,-125.7053,48.2481
120,240.5000,30.5000,-125.1630,48.2503
121,240.5000,20.5000,-125.1615,47.8893
121,250.5000,20.5000,-124.6233,47.8888
121,240.5000,30.5000,-125.1630,48.2503
121,250.5000,30.5000,-124.6202,48.2497
122,250.5000,20.5000,-124.6233,47.8888
122,260.5000,20.5000,-124.0853,47.8854
122,250.5000,30.5000,-124.6202,48.2497
122,260.5000,30.5000,-124.0778,48.2464
123,260.5000,20.5000,-124.0853,47.8854
123,270.5000,20.5000,-123.5470,47.8792
123,260.5000,30.5000,-124.0778,48.2464
123,270.5000,30.5000,-123.5355,48.2403
124,270.5000,20.5000,-123.5470,47.8792
124,280.5000,20.5000,-123.0090,47.8704
124,270.5000,30.5000,-123.5355,48.2403
124,280.5000,30.5000,-122.9935,48.2313
125,280.5000,20.5000,-123.0090,47.8704
125,290.5000,20.5000,-122.4715,47.8586
125,280.5000,30.5000,-122.9935,48.2313
125,290.5000,30.5000,-122.4520,48.2194
126,290.5000,20.5000,-122.4715,47.8586
126,300.5000,20.5000,-121.9340,47.8441
126,290.5000,30.5000,-122.4520,48.2194
126,300.5000,30.5000,-121.9100,48.2049
127,300.5000,20.5000,-121.9340,47.8441
127,310.5000,20.5000,-121.3973,47.8269
127,300.5000,30.5000,-121.9100,48.2049
127,310.5000,30.5000,-121.3692,48.1874
128,310.5000,20.5000,-121.3973,47.8269
128,320.5000,20.5000,-120.8605,47.8068
128,310.5000,30.5000,-121.3692,48.1874
128,320.5000,30.5000,-120.8285,48.1672
129,320.5000,20.5000,-120.8605,47.8068
129,330.5000,20.5000,-120.3242,47.7841
129,320.5000,30.5000,-120.8285,48.1672
129,330.5000,30.5000,-120.2880,48.1442
130,330.5000,20.5000,-120.3242,47.7841
130,340.5000,20.5000,-119.7890,47.7584
130,330.5000,30.5000,-120.2880,48.1442
130,340.5000,30.5000,-119.7482,48.1184
131,340.5000,20.5000,-119.7890,47.7584
131,350.5000,20.5000,-119.2537,47.7301
131,340.5000,30.5000,-119.7482,48.1184
131,350.5000,30.5000,-119.2095,48.0898
132,350.5000,20.5000,-119.2537,47.7301
132,360.5000,20.5000,-118.7198,47.6990
132,350.5000,30.5000,-119.2095,48.0898
132,360.5000,30.5000,-118.6713,48.0585
133,360.5000,20.5000,-118.7198,47.6990
133,370.5000,20.5000,-118.1860,47.6652
133,360.5000,30.5000,-118.6713,48.0585
133,370.5000,30.5000,-118.1335,48.0243
134,370.5000,20.5000,-118.1860,47.6652
134,380.5000,20.5000,-117.6535,47.6286
134,370.5000,30.5000,-118.1335,48.0243
134,380.5000,30.5000,-117.5968,47.9875
135,380.5000,20.5000,-117.6535,47.6286
135,390.5000,20.5000,-117.1215,47.5893
135,380.5000,30.5000,-117.5968,47.9875
135,390.5000,30.5000,-117.0610,47.9478
136,390.5000,20.5000,-117.1215,47.5893
136,400.3333,20.6667,-116.5983,47.5539
136,390.5000,30.5000,-117.0610,47.9478
136,400.5000,30.5000,-116.5257,47.9054
137,400.3333,20.6667,-116.5983,47.5539
137,400.5000,30.5000,-116.5257,47.9054
137,410.5000,21.0000,-116.0575,47.5203
137,410.5000,30.5000,-115.9920,47.8602
138,410.5000,21.0000,-116.0575,47.5203
138,410.5000,30.5000,-115.9920,47.8602
138,420.5000,21.0000,-115.5285,47.4728
138,420.5000,30.5000,-115.4590,47.8123
139,420.5000,21.0000,-115.5285,47.4728
139,420.5000,30.5000,-115.4590,47.8123
139,430.5000,21.0000,-115.0005,47.4226
139,430.5000,30.5000,-114.9275,47.7617
140,430.5000,21.0000,-115.0005,47.4226
140,430.5000,30.5000,-114.9275,47.7617
140,440.5000,21.0000,-114.4735,47.3697
140,440.5000,30.5000,-114.3965,47.7084
141,440.5000,21.0000,-114.4735,47.3697
141,440.5000,30.5000,-114.3965,47.7084
141,450.0000,21.0000,-113.9740,47.3169
141,450.3333,30.6667,-113.8750,47.6592
163,181.0000,31.0000,-128.3890,48.2136
163,190.5000,31.0000,-127.8740,48.2291
163,181.0000,40.5000,-128.4140,48.5564
163,190.5000,40.5000,-127.8957,48.5720
164,200.6667,30.6667,-127.3230,48.2307
164,190.5000,31.0000,-127.8740,48.2291
164,190.5000,40.5000,-127.8957,48.5720
164,200.5000,40.5000,-127.3500,48.5856
165,200.6667,30.6667,-127.3230,48.2307
165,210.5000,30.5000,-126.7895,48.2352
165,200.5000,40.5000,-127.3500,48.5856
165,210.5000,40.5000,-126.8037,48.5964
166,210.5000,30.5000,-126.7895,48.2352
166,220.5000,30.5000,-126.2475,48.2431
166,210.5000,40.5000,-126.8037,48.5964
166,220.5000,40.5000,-126.2570,48.6043
167,220.5000,30.5000,-126.2475,48.2431
167,230.5000,30.5000,-125.7053,48.2481
167,220.5000,40.5000,-126.2570,48.6043
167,230.5000,40.5000,-125.7107,48.6094
168,230.5000,30.5000,-125.7053,48.2481
168,240.5000,30.5000,-125.1630,48.2503
168,230.5000,40.5000,-125.7107,48.6094
168,240.5000,40.5000,-125.1640,48.6117
169,240.5000,30.5000,-125.1630,48.2503
169,250.5000,30.5000,-124.6202,48.2497
169,240.5000,40.5000,-125.1640,48.6117
169,250.5000,40.5000,-124.6175,48.6111
170,250.5000,30.5000,-124.6202,48.2497
170,260.5000,30.5000,-124.0778,48.2464
170,250.5000,40.5000,-124.6175,48.6111
170,260.5000,40.5000,-124.0708,48.6077
171,260.5000,30.5000,-124.0778,48.2464
171,270.5000,30.5000,-123.5355,48.2403
171,260.5000,40.5000,-124.0708,48.6077
171,270.5000,40.5000,-123.5240,48.6014
172,270.5000,30.5000,-123.5355,48.2403
172,280.5000,30.5000,-122.9935,48.2313
172,270.5000,40.5000,-123.5240,48.6014
172,280.5000,40.5000,-122.9778,48.5924
173,280.5000,30.5000,-122.9935,48.2313
173,290.5000,30.5000,-122.4520,48.2194
173,280.5000,40.5000,-122.9778,48.5924
173,290.5000,40.5000,-122.4317,48.5805
174,290.5000,30.5000,-122.4520,48.2194
174,300.5000,30.5000,-121.9100,48.2049
174,290.5000,40.5000,-122.4317,48.5805
174,300.5000,40.5000,-121.8863,48.5658
175,300.5000,30.5000,-121.9100,48.2049
175,310.5000,30.5000,-121.3692,48.1874
175,300.5000,40.5000,-121.8863,48.5658
175,310.5000,40.5000,-121.3405,48.5482
176,310.5000,30.5000,-121.3692,48.1874
176,320.5000,30.5000,-120.8285,48.1672
176,310.5000,40.5000,-121.3405,48.5482
176,320.5000,40.5000,-120.7957,48.5278
177,320.5000,30.5000,-120.8285,48.1672
177,330.5000,30.5000,-120.2880,48.1442
177,320.5000,40.5000,-120.7957,48.5278
177,330.5000,40.5000,-120.2512,48.5046
178,330.5000,30.5000,-120.2880,48.1442
178,340.5000,30.5000,-119.7482,48.1184
178,330.5000,40.5000,-120.2512,48.5046
178,340.5000,40.5000,-119.7075,48.4786
179,340.5000,30.5000,-119.7482,48.1184
179,350.5000,30.5000,-119.2095,48.0898
179,340.5000,40.5000,-119.7075,48.4786
179,350.5000,40.5000,-119.1642,48.4498
180,350.5000,30.5000,-119.2095,48.0898
180,360.5000,30.5000,-118.6713,48.0585
180,350.5000,40.5000,-119.1642,48.4498
180,360.5000,40.5000,-118.6215,48.4181
181,360.5000,30.5000,-118.6713,48.0585
181,370.5000,30.5000,-118.1335,48.0243
181,360.5000,40.5000,-118.6215,48.4181
181,370.5000,40.5000,-118.0800,48.3837
182,370.5000,30.5000,-118.1335,48.0243
182,380.5000,30.5000,-117.5968,47.9875
182,370.5000,40.5000,-118.0800,48.3837
182,380.5000,40.5000,-117.5390,48.3465
183,380.5000,30.5000,-117.5968,47.9875
183,390.5000,30.5000,-117.0610,47.9478
183,380.5000,40.5000,-117.5390,48.3465
183,390.5000,40.5000,-116.9990,48.3065
184,390.5000,30.5000,-117.0610,47.9478
184,400.5000,30.5000,-116.5257,47.9054
184,390.5000,40.5000,-116.9990,48.3065
184,400.5000,40.5000,-116.4603,48.2638
185,400.5000,30.5000,-116.5257,47.9054
185,410.5000,30.5000,-115.9920,47.8602
185,400.5000,40.5000,-116.4603,48.2638
185,410.5000,40.5000,-115.9223,48.2183
186,410.5000,30.5000,-115.9920,47.8602
186,420.5000,30.5000,-115.4590,47.8123
186,410.5000,40.5000,-115.9223,48.2183
186,420.5000,40.5000,-115.3852,48.1699
187,420.5000,30.5000,-115.4590,47.8123
187,430.5000,30.5000,-114.9275,47.7617
187,420.5000,40.5000,-115.3852,48.1699
187,430.5000,40.5000,-114.8495,48.1189
188,430.5000,30.5000,-114.9275,47.7617
188,440.5000,30.5000,-114.3965,47.7084
188,430.5000,40.5000,-114.8495,48.1189
188,440.5000,40.5000,-114.3148,48.0651
189,440.5000,30.5000,-114.3965,47.7084
189,450.3333,30.6667,-113.8750,47.6592
189,440.5000,40.5000,-114.3148,48.0651
189,450.5000,40.5000,-113.7817,48.0086
190,450.3333,30.6667,-113.8750,47.6592
190,450.5000,40.5000,-113.7817,48.0086
190,460.5000,31.0000,-113.3350,47.6114
190,460.5000,40.5000,-113.2500,47.9494
191,460.5000,31.0000,-113.3350,47.6114
191,460.5000,40.5000,-113.2500,47.9494
191,470.0000,31.0000,-112.8340,47.5531
191,470.0000,40.5000,-112.7455,47.8906
211,181.0000,40.5000,-128.4140,48.5564
211,190.5000,40.5000,-127.8957,48.5720
211,180.6667,50.6667,-128.4597,48.9230
211,190.5000,50.5000,-127.9185,48.9332
212,190.5000,40.5000,-127.8957,48.5720
212,200.5000,40.5000,-127.3500,48.5856
212,190.5000,50.5000,-127.9185,48.9332
212,200.5000,50.5000,-127.3685,48.9469
213,200.5000,40.5000,-127.3500,48.5856
213,210.5000,40.5000,-126.8037,48.5964
213,200.5000,50.5000,-127.3685,48.9469
213,210.5000,50.5000,-126.8180,48.9578
214,210.5000,40.5000,-126.8037,48.5964
214,220.5000,40.5000,-126.2570,48.6043
214,210.5000,50.5000,-126.8180,48.9578
214,220.5000,50.5000,-126.2670,48.9658
215,220.5000,40.5000,-126.2570,48.6043
215,230.5000,40.5000,-125.7107,48.6094
215,220.5000,50.5000,-126.2670,48.9658
215,230.5000,50.5000,-125.7165,48.9709
216,230.5000,40.5000,-125.7107,48.6094
216,240.5000,40.5000,-125.1640,48.6117
216,230.5000,50.5000,-125.7165,48.9709
216,240.5000,50.5000,-125.1655,48.9733
217,240.5000,40.5000,-125.1640,48.6117
217,250.5000,40.5000,-124.6175,48.6111
217,240.5000,50.5000,-125.1655,48.9733
217,250.5000,50.5000,-124.6145,48.9727
218,250.5000,40.5000,-124.6175,48.6111
218,260.5000,40.5000,-124.0708,48.6077
218,250.5000,50.5000,-124.6145,48.9727
218,260.5000,50.5000,-124.0633,48.9693
219,260.5000,40.5000,-124.0708,48.6077
219,270.5000,40.5000,-123.5240,48.6014
219,260.5000,50.5000,-124.0633,48.9693
219,270.5000,50.5000,-123.5127,48.9629
220,270.5000,40.5000,-123.5240,48.6014
220,280.5000,40.5000,-122.9778,48.5924
220,270.5000,50.5000,-123.5127,48.9629
220,280.5000,50.5000,-122.9620,48.9538
221,280.5000,40.5000,-122.9778,48.5924
221,290.5000,40.5000,-122.4317,48.5805
221,280.5000,50.5000,-122.9620,48.9538
221,290.5000,50.5000,-122.4115,48.9418
222,290.5000,40.5000,-122.4317,48.5805
222,300.5000,40.5000,-121.8863,48.5658
222,290.5000,50.5000,-122.4115,48.9418
222,300.5000,50.5000,-121.8615,48.9269
223,300.5000,40.5000,-121.8863,48.5658
223,310.5000,40.5000,-121.3405,48.5482
223,300.5000,50.5000,-121.8615,48.9269
223,310.5000,50.5000,-121.3120,48.9092
224,310.5000,40.5000,-121.3405,48.5482
224,320.5000,40.5000,-120.7957,48.5278
224,310.5000,50.5000,-121.3120,48.9092
224,320.5000,50.5000,-120.7625,48.8886
225,320.5000,40.5000,-120.7957,48.5278
225,330.5000,40.5000,-120.2512,48.5046
225,320.5000,50.5000,-120.7625,48.8886
225,330.5000,50.5000,-120.2135,48.8653
226,330.5000,40.5000,-120.2512,48.5046
226,340.5000,40.5000,-119.7075,48.4786
226,330.5000,50.5000,-120.2135,48.8653
226,340.5000,50.5000,-119.6655,48.8390
227,340.5000,40.5000,-119.7075,48.4786
227,350.5000,40.5000,-119.1642,48.4498
227,340.5000,50.5000,-119.6655,48.8390
227,350.5000,50.5000,-119.1183,48.8100
228,350.5000,40.5000,-119.1642,48.4498
228,360.5000,40.5000,-118.6215,48.4181
228,350.5000,50.5000,-119.1183,48.8100
228,360.5000,50.5000,-118.5715,48.7781
229,360.5000,40.5000,-118.6215,48.4181
229,370.5000,40.5000,-118.0800,48.3837
229,360.5000,50.5000,-118.5715,48.7781
229,370.5000,50.5000,-118.0258,48.7433
230,370.5000,40.5000,-118.0800,48.3837
230,380.5000,40.5000,-117.5390,48.3465
230,370.5000,50.5000,-118.0258,48.7433
230,380.5000,50.5000,-117.4805,48.7058
231,380.5000,40.5000,-117.5390,48.3465
231,390.5000,40.5000,-116.9990,48.3065
231,380.5000,50.5000,-117.4805,48.7058
231,390.5000,50.5000,-116.9363,48.6654
232,390.5000,40.5000,-116.9990,48.3065
232,400.5000,40.5000,-116.4603,48.2638
232,390.5000,50.5000,-116.9363,48.6654
232,400.5000,50.5000,-116.3935,48.6223
233,400.5000,40.5000,-116.4603,48.2638
233,410.5000,40.5000,-115.9223,48.2183
233,400.5000,50.5000,-116.3935,48.6223
233,410.5000,50.5000,-115.8513,48.5764
234,410.5000,40.5000,-115.9223,48.2183
234,420.5000,40.5000,-115.3852,48.1699
234,410.5000,50.5000,-115.8513,48.5764
234,420.5000,50.5000,-115.3100,48.5277
235,420.5000,40.5000,-115.3852,48.1699
235,430.5000,40.5000,-114.8495,48.1189
235,420.5000,50.5000,-115.3100,48.5277
235,430.5000,50.5000,-114.7700,48.4763
236,430.5000,40.5000,-114.8495,48.1189
236,440.5000,40.5000,-114.3148,48.0651
236,430.5000,50.5000,-114.7700,48.4763
236,440.5000,50.5000,-114.2318,48.4220
237,440.5000,40.5000,-114.3148,48.0651
237,450.5000,40.5000,-113.7817,48.0086
237,440.5000,50.5000,-114.2318,48.4220
237,450.5000,50.5000,-113.6945,48.3650
238,450.5000,40.5000,-113.7817,48.0086
238,460.5000,40.5000,-113.2500,47.9494
238,450.5000,50.5000,-113.6945,48.3650
238,460.5000,50.5000,-113.1585,48.3053
239,460.5000,40.5000,-113.2500,47.9494
239,470.0000,40.5000,-112.7455,47.8906
239,460.5000,50.5000,-113.1585,48.3053
239,470.0000,50.5000,-112.6505,48.2460
257,161.0000,51.0000,-129.5410,48.8942
257,170.5000,51.0000,-129.0195,48.9153
257,161.0000,60.5000,-129.5755,49.2371
257,170.5000,60.5000,-129.0500,49.2584
258,180.6667,50.6667,-128.4597,48.9230
258,170.5000,51.0000,-129.0195,48.9153
258,170.5000,60.5000,-129.0500,49.2584
258,180.5000,60.5000,-128.4960,49.2779
259,180.6667,50.6667,-128.4597,48.9230
259,190.5000,50.5000,-127.9185,48.9332
259,180.5000,60.5000,-128.4960,49.2779
259,190.5000,60.5000,-127.9417,49.2947
260,190.5000,50.5000,-127.9185,48.9332
260,200.5000,50.5000,-127.3685,48.9469
260,190.5000,60.5000,-127.9417,49.2947
260,200.5000,60.5000,-127.3875,49.3085
261,200.5000,50.5000,-127.3685,48.9469
261,210.5000,50.5000,-126.8180,48.9578
261,200.5000,60.5000,-127.3875,49.3085
261,210.5000,60.5000,-126.8323,49.3194
262,210.5000,50.5000,-126.8180,48.9578
262,220.5000,50.5000,-126.2670,48.9658
262,210.5000,60.5000,-126.8323,49.3194
262,220.5000,60.5000,-126.2775,49.3276
263,220.5000,50.5000,-126.2670,48.9658
263,230.5000,50.5000,-125.7165,48.9709
263,220.5000,60.5000,-126.2775,49.3276
263,230.5000,60.5000,-125.7223,49.3327
264,230.5000,50.5000,-125.7165,48.9709
264,240.5000,50.5000,-125.1655,48.9733
264,230.5000,60.5000,-125.7223,49.3327
264,240.5000,60.5000,-125.1668,49.3350
265,240.5000,50.5000,-125.1655,48.9733
265,250.5000,50.5000,-124.6145,48.9727
265,240.5000,60.5000,-125.1668,49.3350
265,250.5000,60.5000,-124.6113,49.3345
266,250.5000,50.5000,-124.6145,48.9727
266,260.5000,50.5000,-124.0633,48.9693
266,250.5000,60.5000,-124.6113,49.3345
266,260.5000,60.5000,-124.0560,49.3310
267,260.5000,50.5000,-124.0633,48.9693
267,270.5000,50.5000,-123.5127,48.9629
267,260.5000,60.5000,-124.0560,49.3310
267,270.5000,60.5000,-123.5007,49.3246
268,270.5000,50.5000,-123.5127,48.9629
268,280.5000,50.5000,-122.9620,48.9538
268,270.5000,60.5000,-123.5007,49.3246
268,280.5000,60.5000,-122.9458,49.3154
269,280.5000,50.5000,-122.9620,48.9538
269,290.5000,50.5000,-122.4115,48.9418
269,280.5000,60.5000,-122.9458,49.3154
269,290.5000,60.5000,-122.3910,49.3033
270,290.5000,50.5000,-122.4115,48.9418
270,300.5000,50.5000,-121.8615,48.9269
270,290.5000,60.5000,-122.3910,49.3033
270,300.5000,60.5000,-121.8363,49.2883
271,300.5000,50.5000,-121.8615,48.9269
271,310.5000,50.5000,-121.3120,48.9092
271,300.5000,60.5000,-121.8363,49.2883
271,310.5000,60.5000,-121.2825,49.2705
272,310.5000,50.5000,-121.3120,48.9092
272,320.5000,50.5000,-120.7625,48.8886
272,310.5000,60.5000,-121.2825,49.2705
272,320.5000,60.5000,-120.7288,49.2498
273,320.5000,50.5000,-120.7625,48.8886
273,330.5000,50.5000,-120.2135,48.8653
273,320.5000,60.5000,-120.7288,49.2498
273,330.5000,60.5000,-120.1758,49.2261
274,330.5000,50.5000,-120.2135,48.8653
274,340.5000,50.5000,-119.6655,48.8390
274,330.5000,60.5000,-120.1758,49.2261
274,340.5000,60.5000,-119.6235,49.1996
275,340.5000,50.5000,-119.6655,48.8390
275,350.5000,50.5000,-119.1183,48.8100
275,340.5000,60.5000,-119.6235,49.1996
275,350.5000,60.5000,-119.0718,49.1703
276,350.5000,50.5000,-119.1183,48.8100
276,360.5000,50.5000,-118.5715,48.7781
276,350.5000,60.5000,-119.0718,49.1703
276,360.5000,60.5000,-118.5210,49.1382
277,360.5000,50.5000,-118.5715,48.7781
277,370.5000,50.5000,-118.0258,48.7433
277,360.5000,60.5000,-118.5210,49.1382
277,370.5000,60.5000,-117.9705,49.1032
278,370.5000,50.5000,-118.0258,48.7433
278,380.5000,50.5000,-117.4805,48.7058
278,370.5000,60.5000,-117.9705,49.1032
278,380.5000,60.5000,-117.4215,49.0653
279,380.5000,50.5000,-117.4805,48.7058
279,390.5000,50.5000,-116.9363,48.6654
279,380.5000,60.5000,-117.4215,49.0653
279,390.5000,60.5000,-116.8727,49.0247
280,390.5000,50.5000,-116.9363,48.6654
280,400.5000,50.5000,-116.3935,48.6223
280,390.5000,60.5000,-116.8727,49.0247
280,400.5000,60.5000,-116.3252,48.9811
281,400.5000,50.5000,-116.3935,48.6223
281,410.5000,50.5000,-115.8513,48.5764
281,400.5000,60.5000,-116.3252,48.9811
281,410.5000,60.5000,-115.7790,48.9348
282,410.5000,50.5000,-115.8513,48.5764
282,420.5000,50.5000,-115.3100,48.5277
282,410.5000,60.5000,-115.7790,48.9348
282,420.5000,60.5000,-115.2340,48.8857
283,420.5000,50.5000,-115.3100,48.5277
283,430.5000,50.5000,-114.7700,48.4763
283,420.5000,60.5000,-115.2340,48.8857
283,430.5000,60.5000,-114.6900,48.8338
284,430.5000,50.5000,-114.7700,48.4763
284,440.5000,50.5000,-114.2318,48.4220
284,430.5000,60.5000,-114.6900,48.8338
284,440.5000,60.5000,-114.1472,48.7791
285,440.5000,50.5000,-114.2318,48.4220
285,450.5000,50.5000,-113.6945,48.3650
285,440.5000,60.5000,-114.1472,48.7791
285,450.5000,60.5000,-113.6058,48.7217
286,450.5000,50.5000,-113.6945,48.3650
286,460.5000,50.5000,-113.1585,48.3053
286,450.5000,60.5000,-113.6058,48.7217
286,460.5000,60.5000,-113.0660,48.6614
287,460.5000,50.5000,-113.1585,48.3053
287,470.0000,50.5000,-112.6505,48.2460
287,460.5000,60.5000,-113.0660,48.6614
287,470.0000,60.5000,-112.5540,48.6016
305,161.0000,60.5000,-129.5755,49.2371
305,170.5000,60.5000,-129.0500,49.2584
305,160.6667,70.6667,-129.6313,49.6035
305,170.5000,70.5000,-129.0825,49.6197
306,170.5000,60.5000,-129.0500,49.2584
306,180.5000,60.5000,-128.4960,49.2779
306,170.5000,70.5000,-129.0825,49.6197
306,180.5000,70.5000,-128.5245,49.6395
307,180.5000,60.5000,-128.4960,49.2779
307,190.5000,60.5000,-127.9417,49.2947
307,180.5000,70.5000,-128.5245,49.6395
307,190.5000,70.5000,-127.9655,49.6563
308,190.5000,60.5000,-127.9417,49.2947
308,200.5000,60.5000,-127.3875,49.3085
308,190.5000,70.5000,-127.9655,49.6563
308,200.5000,70.5000,-127.4063,49.6703
309,200.5000,60.5000,-127.3875,49.3085
309,210.5000,60.5000,-126.8323,49.3194
309,200.5000,70.5000,-127.4063,49.6703
309,210.5000,70.5000,-126.8470,49.6813
310,210.5000,60.5000,-126.8323,49.3194
310,220.5000,60.5000,-126.2775,49.3276
310,210.5000,70.5000,-126.8470,49.6813
310,220.5000,70.5000,-126.2875,49.6895
311,220.5000,60.5000,-126.2775,49.3276
311,230.5000,60.5000,-125.7223,49.3327
311,220.5000,70.5000,-126.2875,49.6895
