tile_id,i,j,lon,lat
525,440.5000,110.5000,-113.7045,50.5669
525,450.5000,110.5000,-113.1420,50.5069
526,450.5000,100.5000,-113.2377,50.1496
526,460.0000,100.5000,-112.7090,50.0905
526,450.5000,110.5000,-113.1420,50.5069
526,460.0000,110.5000,-112.6090,50.4472
539,110.6667,110.6667,-132.6540,50.8884
539,101.0000,111.0000,-133.2080,50.8606
539,101.0000,120.5000,-133.2725,51.2028
539,110.5000,120.5000,-132.7260,51.2424
540,110.6667,110.6667,-132.6540,50.8884
540,120.5000,110.5000,-132.0905,50.9200
540,110.5000,120.5000,-132.7260,51.2424
540,120.5000,120.5000,-132.1492,51.2810
541,120.5000,110.5000,-132.0905,50.9200
541,130.5000,110.5000,-131.5172,50.9554
541,120.5000,120.5000,-132.1492,51.2810
541,130.5000,120.5000,-131.5718,51.3167
542,130.5000,110.5000,-131.5172,50.9554
542,140.5000,110.5000,-130.9435,50.9878
542,130.5000,120.5000,-131.5718,51.3167
542,140.5000,120.5000,-130.9935,51.3494
543,140.5000,110.5000,-130.9435,50.9878
543,150.5000,110.5000,-130.3690,51.0172
543,140.5000,120.5000,-130.9935,51.3494
543,150.5000,120.5000,-130.4137,51.3790
544,150.5000,110.5000,-130.3690,51.0172
544,160.5000,110.5000,-129.7935,51.0436
544,150.5000,120.5000,-130.4137,51.3790
544,160.5000,120.5000,-129.8340,51.4057
545,160.5000,110.5000,-129.7935,51.0436
545,170.5000,110.5000,-129.2175,51.0671
545,160.5000,120.5000,-129.8340,51.4057
545,170.5000,120.5000,-129.2527,51.4293
546,170.5000,110.5000,-129.2175,51.0671
546,180.5000,110.5000,-128.6410,51.0876
546,170.5000,120.5000,-129.2527,51.4293
546,180.5000,120.5000,-128.6715,51.4500
547,180.5000,110.5000,-128.6410,51.0876
547,190.5000,110.5000,-128.0637,51.1050
547,180.5000,120.5000,-128.6715,51.4500
547,190.5000,120.5000,-128.0895,51.4676
548,190.5000,110.5000,-128.0637,51.1050
548,200.5000,110.5000,-127.4860,51.1194
548,190.5000,120.5000,-128.0895,51.4676
548,200.5000,120.5000,-127.5070,51.4822
549,200.5000,110.5000,-127.4860,51.1194
549,210.5000,110.5000,-126.9085,51.1308
549,200.5000,120.5000,-127.5070,51.4822
549,210.5000,120.5000,-126.9243,51.4937
550,210.5000,110.5000,-126.9085,51.1308
550,220.5000,110.5000,-126.3305,51.1393
550,210.5000,120.5000,-126.9243,51.4937
550,220.5000,120.5000,-126.3415,51.5022
551,220.5000,110.5000,-126.3305,51.1393
551,230.5000,110.5000,-125.7520,51.1448
551,220.5000,120.5000,-126.3415,51.5022
551,230.5000,120.5000,-125.7583,51.5076
552,230.5000,110.5000,-125.7520,51.1448
552,240.5000,110.5000,-125.1737,51.1471
552,230.5000,120.5000,-125.7583,51.5076
552,240.5000,120.5000,-125.1750,51.5101
553,240.5000,110.5000,-125.1737,51.1471
553,250.5000,110.5000,-124.5950,51.1466
553,240.5000,120.5000,-125.1750,51.5101
553,250.5000,120.5000,-124.5918,51.5095
554,250.5000,110.5000,-124.5950,51.1466
554,260.5000,110.5000,-124.0165,51.1429
554,250.5000,120.5000,-124.5918,51.5095
554,260.5000,120.5000,-124.0085,51.5058
555,260.5000,110.5000,-124.0165,51.1429
555,270.5000,110.5000,-123.4385,51.1363
555,260.5000,120.5000,-124.0085,51.5058
555,270.5000,120.5000,-123.4255,51.4992
556,270.5000,110.5000,-123.4385,51.1363
556,280.5000,110.5000,-122.8603,51.1266
556,270.5000,120.5000,-123.4255,51.4992
556,280.5000,120.5000,-122.8427,51.4894
557,280.5000,110.5000,-122.8603,51.1266
557,290.5000,110.5000,-122.2827,51.1140
557,280.5000,120.5000,-122.8427,51.4894
557,290.5000,120.5000,-122.2600,51.4767
558,290.5000,110.5000,-122.2827,51.1140
558,300.5000,110.5000,-121.7055,51.0984
558,290.5000,120.5000,-122.2600,51.4767
558,300.5000,120.5000,-121.6778,51.4609
559,300.5000,110.5000,-121.7055,51.0984
559,310.5000,110.5000,-121.1285,51.0797
559,300.5000,120.5000,-121.6778,51.4609
559,310.5000,120.5000,-121.0962,51.4421
560,310.5000,110.5000,-121.1285,51.0797
560,320.5000,110.5000,-120.5520,51.0581
560,310.5000,120.5000,-121.0962,51.4421
560,320.5000,120.5000,-120.5150,51.4203
561,320.5000,110.5000,-120.5520,51.0581
561,330.5000,110.5000,-119.9762,51.0334
561,320.5000,120.5000,-120.5150,51.4203
561,330.5000,120.5000,-119.9340,51.3954
562,330.5000,110.5000,-119.9762,51.0334
562,340.5000,110.5000,-119.4013,51.0058
562,330.5000,120.5000,-119.9340,51.3954
562,340.5000,120.5000,-119.3545,51.3675
563,340.5000,110.5000,-119.4013,51.0058
563,350.5000,110.5000,-118.8270,50.9752
563,340.5000,120.5000,-119.3545,51.3675
563,350.5000,120.5000,-118.7755,51.3366
564,350.5000,110.5000,-118.8270,50.9752
564,360.5000,110.5000,-118.2532,50.9416
564,350.5000,120.5000,-118.7755,51.3366
564,360.5000,120.5000,-118.1970,51.3028
565,360.5000,110.5000,-118.2532,50.9416
565,370.5000,110.5000,-117.6805,50.9051
565,360.5000,120.5000,-118.1970,51.3028
565,370.5000,120.5000,-117.6200,51.2659
566,370.5000,110.5000,-117.6805,50.9051
566,380.5000,110.5000,-117.1090,50.8655
566,370.5000,120.5000,-117.6200,51.2659
566,380.5000,120.5000,-117.0438,51.2260
567,380.5000,110.5000,-117.1090,50.8655
567,390.5000,110.5000,-116.5390,50.8231
567,380.5000,120.5000,-117.0438,51.2260
567,390.5000,120.5000,-116.4685,51.1832
568,390.5000,110.5000,-116.5390,50.8231
568,400.5000,110.5000,-115.9693,50.7776
568,390.5000,120.5000,-116.4685,51.1832
568,400.5000,120.5000,-115.8945,51.1374
569,400.5000,110.5000,-115.9693,50.7776
569,410.5000,110.5000,-115.4013,50.7293
569,400.5000,120.5000,-115.8945,51.1374
569,410.5000,120.5000,-115.3215,51.0887
570,410.5000,110.5000,-115.4013,50.7293
570,420.5000,110.5000,-114.8343,50.6781
570,410.5000,120.5000,-115.3215,51.0887
570,420.5000,120.5000,-114.7505,51.0369
571,420.5000,110.5000,-114.8343,50.6781
571,430.5000,110.5000,-114.2687,50.6239
571,420.5000,120.5000,-114.7505,51.0369
571,430.5000,120.5000,-114.1800,50.9823
572,430.5000,110.5000,-114.2687,50.6239
572,440.5000,110.5000,-113.7045,50.5669
572,430.5000,120.5000,-114.1800,50.9823
572,440.5000,120.5000,-113.6118,50.9248
573,440.5000,110.5000,-113.7045,50.5669
573,450.5000,110.5000,-113.1420,50.5069
573,440.5000,120.5000,-113.6118,50.9248
573,450.3333,120.3333,-113.0557,50.8593
574,450.5000,110.5000,-113.1420,50.5069
574,460.0000,110.5000,-112.6090,50.4472
574,450.3333,120.3333,-113.0557,50.8593
574,460.0000,120.0000,-112.5120,50.7863
587,101.0000,120.5000,-133.2725,51.2028
587,110.5000,120.5000,-132.7260,51.2424
587,100.6667,130.6667,-133.3630,51.5678
587,110.5000,130.5000,-132.7905,51.6031
588,110.5000,120.5000,-132.7260,51.2424
588,120.5000,120.5000,-132.1492,51.2810
588,110.5000,130.5000,-132.7905,51.6031
588,120.5000,130.5000,-132.2090,51.6421
589,120.5000,120.5000,-132.1492,51.2810
589,130.5000,120.5000,-131.5718,51.3167
589,120.5000,130.5000,-132.2090,51.6421
589,130.5000,130.5000,-131.6267,51.6781
590,130.5000,120.5000,-131.5718,51.3167
590,140.5000,120.5000,-130.9935,51.3494
590,130.5000,130.5000,-131.6267,51.6781
590,140.5000,130.5000,-131.0435,51.7110
591,140.5000,120.5000,-130.9935,51.3494
591,150.5000,120.5000,-130.4137,51.3790
591,140.5000,130.5000,-131.0435,51.7110
591,150.5000,130.5000,-130.4592,51.7410
592,150.5000,120.5000,-130.4137,51.3790
592,160.5000,120.5000,-129.8340,51.4057
592,150.5000,130.5000,-130.4592,51.7410
592,160.5000,130.5000,-129.8743,51.7678
593,160.5000,120.5000,-129.8340,51.4057
593,170.5000,120.5000,-129.2527,51.4293
593,160.5000,130.5000,-129.8743,51.7678
593,170.5000,130.5000,-129.2887,51.7917
594,170.5000,120.5000,-129.2527,51.4293
594,180.5000,120.5000,-128.6715,51.4500
594,170.5000,130.5000,-129.2887,51.7917
594,180.5000,130.5000,-128.7022,51.8125
595,180.5000,120.5000,-128.6715,51.4500
595,190.5000,120.5000,-128.0895,51.4676
595,180.5000,130.5000,-128.7022,51.8125
595,190.5000,130.5000,-128.1155,51.8303
596,190.5000,120.5000,-128.0895,51.4676
596,200.5000,120.5000,-127.5070,51.4822
596,190.5000,130.5000,-128.1155,51.8303
596,200.5000,130.5000,-127.5285,51.8450
597,200.5000,120.5000,-127.5070,51.4822
597,210.5000,120.5000,-126.9243,51.4937
597,200.5000,130.5000,-127.5285,51.8450
597,210.5000,130.5000,-126.9405,51.8567
598,210.5000,120.5000,-126.9243,51.4937
598,220.5000,120.5000,-126.3415,51.5022
598,210.5000,130.5000,-126.9405,51.8567
598,220.5000,130.5000,-126.3530,51.8652
599,220.5000,120.5000,-126.3415,51.5022
599,230.5000,120.5000,-125.7583,51.5076
599,220.5000,130.5000,-126.3530,51.8652
599,230.5000,130.5000,-125.7647,51.8708
600,230.5000,120.5000,-125.7583,51.5076
600,240.5000,120.5000,-125.1750,51.5101
600,230.5000,130.5000,-125.7647,51.8708
600,240.5000,130.5000,-125.1765,51.8732
601,240.5000,120.5000,-125.1750,51.5101
601,250.5000,120.5000,-124.5918,51.5095
601,240.5000,130.5000,-125.1765,51.8732
601,250.5000,130.5000,-124.5885,51.8726
602,250.5000,120.5000,-124.5918,51.5095
602,260.5000,120.5000,-124.0085,51.5058
602,250.5000,130.5000,-124.5885,51.8726
602,260.5000,130.5000,-124.0000,51.8689
603,260.5000,120.5000,-124.0085,51.5058
603,270.5000,120.5000,-123.4255,51.4992
603,260.5000,130.5000,-124.0000,51.8689
603,270.5000,130.5000,-123.4120,51.8621
604,270.5000,120.5000,-123.4255,51.4992
604,280.5000,120.5000,-122.8427,51.4894
604,270.5000,130.5000,-123.4120,51.8621
604,280.5000,130.5000,-122.8245,51.8523
605,280.5000,120.5000,-122.8427,51.4894
605,290.5000,120.5000,-122.2600,51.4767
605,280.5000,130.5000,-122.8245,51.8523
605,290.5000,130.5000,-122.2368,51.8395
606,290.5000,120.5000,-122.2600,51.4767
606,300.5000,120.5000,-121.6778,51.4609
606,290.5000,130.5000,-122.2368,51.8395
606,300.5000,130.5000,-121.6500,51.8235
607,300.5000,120.5000,-121.6778,51.4609
607,310.5000,120.5000,-121.0962,51.4421
607,300.5000,130.5000,-121.6500,51.8235
607,310.5000,130.5000,-121.0632,51.8046
608,310.5000,120.5000,-121.0962,51.4421
608,320.5000,120.5000,-120.5150,51.4203
608,310.5000,130.5000,-121.0632,51.8046
608,320.5000,130.5000,-120.4772,51.7825
609,320.5000,120.5000,-120.5150,51.4203
609,330.5000,120.5000,-119.9340,51.3954
609,320.5000,130.5000,-120.4772,51.7825
609,330.5000,130.5000,-119.8918,51.7575
610,330.5000,120.5000,-119.9340,51.3954
610,340.5000,120.5000,-119.3545,51.3675
610,330.5000,130.5000,-119.8918,51.7575
610,340.5000,130.5000,-119.3070,51.7294
611,340.5000,120.5000,-119.3545,51.3675
611,350.5000,120.5000,-118.7755,51.3366
611,340.5000,130.5000,-119.3070,51.7294
611,350.5000,130.5000,-118.7233,51.6982
612,350.5000,120.5000,-118.7755,51.3366
612,360.5000,120.5000,-118.1970,51.3028
612,350.5000,130.5000,-118.7233,51.6982
612,360.5000,130.5000,-118.1400,51.6640
613,360.5000,120.5000,-118.1970,51.3028
613,370.5000,120.5000,-117.6200,51.2659
613,360.5000,130.5000,-118.1400,51.6640
613,370.5000,130.5000,-117.5580,51.6268
614,370.5000,120.5000,-117.6200,51.2659
614,380.5000,120.5000,-117.0438,51.2260
614,370.5000,130.5000,-117.5580,51.6268
614,380.5000,130.5000,-116.9770,51.5866
615,380.5000,120.5000,-117.0438,51.2260
615,390.5000,120.5000,-116.4685,51.1832
615,380.5000,130.5000,-116.9770,51.5866
615,390.5000,130.5000,-116.3975,51.5434
616,390.5000,120.5000,-116.4685,51.1832
616,400.5000,120.5000,-115.8945,51.1374
616,390.5000,130.5000,-116.3975,51.5434
616,400.5000,130.5000,-115.8185,51.4972
617,400.5000,120.5000,-115.8945,51.1374
617,410.5000,120.5000,-115.3215,51.0887
617,400.5000,130.5000,-115.8185,51.4972
617,410.5000,130.5000,-115.2410,51.4481
618,410.5000,120.5000,-115.3215,51.0887
618,420.5000,120.5000,-114.7505,51.0369
618,410.5000,130.5000,-115.2410,51.4481
618,420.5000,130.5000,-114.6653,51.3959
619,420.5000,120.5000,-114.7505,51.0369
619,430.5000,120.5000,-114.1800,50.9823
619,420.5000,130.5000,-114.6653,51.3959
619,430.5000,130.5000,-114.0905,51.3408
620,430.5000,120.5000,-114.1800,50.9823
620,440.5000,120.5000,-113.6118,50.9248
620,430.5000,130.5000,-114.0905,51.3408
620,440.3333,130.3333,-113.5283,51.2777
621,440.5000,120.5000,-113.6118,50.9248
621,450.3333,120.3333,-113.0557,50.8593
621,440.3333,130.3333,-113.5283,51.2777
621,450.0000,130.0000,-112.9790,51.2070
634,100.6667,130.6667,-133.3630,51.5678
634,91.0000,131.0000,-133.9250,51.5364
634,91.0000,140.5000,-133.9965,51.8785
634,100.5000,140.5000,-133.4415,51.9215
635,100.6667,130.6667,-133.3630,51.5678
635,110.5000,130.5000,-132.7905,51.6031
635,100.5000,140.5000,-133.4415,51.9215
635,110.5000,140.5000,-132.8563,51.9639
636,110.5000,130.5000,-132.7905,51.6031
636,120.5000,130.5000,-132.2090,51.6421
636,110.5000,140.5000,-132.8563,51.9639
636,120.5000,140.5000,-132.2703,52.0033
637,120.5000,130.5000,-132.2090,51.6421
637,130.5000,130.5000,-131.6267,51.6781
637,120.5000,140.5000,-132.2703,52.0033
637,130.5000,140.5000,-131.6827,52.0396
638,130.5000,130.5000,-131.6267,51.6781
638,140.5000,130.5000,-131.0435,51.7110
638,130.5000,140.5000,-131.6827,52.0396
638,140.5000,140.5000,-131.0950,52.0728
639,140.5000,130.5000,-131.0435,51.7110
639,150.5000,130.5000,-130.4592,51.7410
639,140.5000,140.5000,-131.0950,52.0728
639,150.5000,140.5000,-130.5055,52.1030
640,150.5000,130.5000,-130.4592,51.7410
640,160.5000,130.5000,-129.8743,51.7678
640,150.5000,140.5000,-130.5055,52.1030
640,160.5000,140.5000,-129.9155,52.1302
641,160.5000,130.5000,-129.8743,51.7678
641,170.5000,130.5000,-129.2887,51.7917
641,160.5000,140.5000,-129.9155,52.1302
641,170.5000,140.5000,-129.3250,52.1542
642,170.5000,130.5000,-129.2887,51.7917
642,180.5000,130.5000,-128.7022,51.8125
642,170.5000,140.5000,-129.3250,52.1542
642,180.5000,140.5000,-128.7340,52.1752
643,180.5000,130.5000,-128.7022,51.8125
643,190.5000,130.5000,-128.1155,51.8303
643,180.5000,140.5000,-128.7340,52.1752
643,190.5000,140.5000,-128.1420,52.1931
644,190.5000,130.5000,-128.1155,51.8303
644,200.5000,130.5000,-127.5285,51.8450
644,190.5000,140.5000,-128.1420,52.1931
644,200.5000,140.5000,-127.5495,52.2080
645,200.5000,130.5000,-127.5285,51.8450
645,210.5000,130.5000,-126.9405,51.8567
645,200.5000,140.5000,-127.5495,52.2080
645,210.5000,140.5000,-126.9573,52.2197
646,210.5000,130.5000,-126.9405,51.8567
646,220.5000,130.5000,-126.3530,51.8652
646,210.5000,140.5000,-126.9573,52.2197
646,220.5000,140.5000,-126.3642,52.2284
647,220.5000,130.5000,-126.3530,51.8652
647,230.5000,130.5000,-125.7647,51.8708
647,220.5000,140.5000,-126.3642,52.2284
647,230.5000,140.5000,-125.7713,52.2340
648,230.5000,130.5000,-125.7647,51.8708
648,240.5000,130.5000,-125.1765,51.8732
648,230.5000,140.5000,-125.7713,52.2340
648,240.5000,140.5000,-125.1780,52.2364
649,240.5000,130.5000,-125.1765,51.8732
649,250.5000,130.5000,-124.5885,51.8726
649,240.5000,140.5000,-125.1780,52.2364
649,250.5000,140.5000,-124.5847,52.2358
650,250.5000,130.5000,-124.5885,51.8726
650,260.5000,130.5000,-124.0000,51.8689
650,250.5000,140.5000,-124.5847,52.2358
650,260.5000,140.5000,-123.9917,52.2321
651,260.5000,130.5000,-124.0000,51.8689
651,270.5000,130.5000,-123.4120,51.8621
651,260.5000,140.5000,-123.9917,52.2321
651,270.5000,140.5000,-123.3987,52.2253
652,270.5000,130.5000,-123.4120,51.8621
652,280.5000,130.5000,-122.8245,51.8523
652,270.5000,140.5000,-123.3987,52.2253
652,280.5000,140.5000,-122.8057,52.2154
653,280.5000,130.5000,-122.8245,51.8523
653,290.5000,130.5000,-122.2368,51.8395
653,280.5000,140.5000,-122.8057,52.2154
653,290.5000,140.5000,-122.2135,52.2024
654,290.5000,130.5000,-122.2368,51.8395
654,300.5000,130.5000,-121.6500,51.8235
654,290.5000,140.5000,-122.2135,52.2024
654,300.5000,140.5000,-121.6210,52.1863
655,300.5000,130.5000,-121.6500,51.8235
655,310.5000,130.5000,-121.0632,51.8046
655,300.5000,140.5000,-121.6210,52.1863
655,310.5000,140.5000,-121.0297,52.1672
656,310.5000,130.5000,-121.0632,51.8046
656,320.5000,130.5000,-120.4772,51.7825
656,310.5000,140.5000,-121.0297,52.1672
656,320.5000,140.5000,-120.4385,52.1450
657,320.5000,130.5000,-120.4772,51.7825
657,330.5000,130.5000,-119.8918,51.7575
657,320.5000,140.5000,-120.4385,52.1450
657,330.5000,140.5000,-119.8485,52.1197
658,330.5000,130.5000,-119.8918,51.7575
658,340.5000,130.5000,-119.3070,51.7294
658,330.5000,140.5000,-119.8485,52.1197
658,340.5000,140.5000,-119.2590,52.0913
659,340.5000,130.5000,-119.3070,51.7294
659,350.5000,130.5000,-118.7233,51.6982
659,340.5000,140.5000,-119.2590,52.0913
659,350.5000,140.5000,-118.6700,52.0598
660,350.5000,130.5000,-118.7233,51.6982
660,360.5000,130.5000,-118.1400,51.6640
660,350.5000,140.5000,-118.6700,52.0598
660,360.5000,140.5000,-118.0823,52.0254
661,360.5000,130.5000,-118.1400,51.6640
661,370.5000,130.5000,-117.5580,51.6268
661,360.5000,140.5000,-118.0823,52.0254
661,370.5000,140.5000,-117.4952,51.9879
662,370.5000,130.5000,-117.5580,51.6268
662,380.5000,130.5000,-116.9770,51.5866
662,370.5000,140.5000,-117.4952,51.9879
662,380.5000,140.5000,-116.9095,51.9474
663,380.5000,130.5000,-116.9770,51.5866
663,390.5000,130.5000,-116.3975,51.5434
663,380.5000,140.5000,-116.9095,51.9474
663,390.5000,140.5000,-116.3247,51.9038
664,390.5000,130.5000,-116.3975,51.5434
664,400.5000,130.5000,-115.8185,51.4972
664,390.5000,140.5000,-116.3247,51.9038
664,400.5000,140.5000,-115.7413,51.8571
665,400.5000,130.5000,-115.8185,51.4972
665,410.5000,130.5000,-115.2410,51.4481
665,400.5000,140.5000,-115.7413,51.8571
665,410.5000,140.5000,-115.1590,51.8075
666,410.5000,130.5000,-115.2410,51.4481
666,420.5000,130.5000,-114.6653,51.3959
666,410.5000,140.5000,-115.1590,51.8075
666,420.5000,140.5000,-114.5785,51.7549
667,420.5000,130.5000,-114.6653,51.3959
667,430.5000,130.5000,-114.0905,51.3408
667,420.5000,140.5000,-114.5785,51.7549
667,430.3333,140.3333,-114.0103,51.6943
668,430.5000,130.5000,-114.0905,51.3408
668,440.3333,130.3333,-113.5283,51.2777
668,430.3333,140.3333,-114.0103,51.6943
668,440.0000,140.0000,-113.4550,51.6258
682,91.0000,140.5000,-133.9965,51.8785
682,100.5000,140.5000,-133.4415,51.9215
682,90.6667,150.6667,-134.0937,52.2431
682,100.5000,150.5000,-133.5132,52.2821
683,100.5000,140.5000,-133.4415,51.9215
683,110.5000,140.5000,-132.8563,51.9639
683,100.5000,150.5000,-133.5132,52.2821
683,110.5000,150.5000,-132.9230,52.3248
684,110.5000,140.5000,-132.8563,51.9639
684,120.5000,140.5000,-132.2703,52.0033
684,110.5000,150.5000,-132.9230,52.3248
684,120.5000,150.5000,-132.3323,52.3646
685,120.5000,140.5000,-132.2703,52.0033
685,130.5000,140.5000,-131.6827,52.0396
685,120.5000,150.5000,-132.3323,52.3646
685,130.5000,150.5000,-131.7397,52.4011
686,130.5000,140.5000,-131.6827,52.0396
686,140.5000,140.5000,-131.0950,52.0728
686,130.5000,150.5000,-131.7397,52.4011
686,140.5000,150.5000,-131.1467,52.4347
687,140.5000,140.5000,-131.0950,52.0728
687,150.5000,140.5000,-130.5055,52.1030
687,140.5000,150.5000,-131.1467,52.4347
687,150.5000,150.5000,-130.5528,52.4652
688,150.5000,140.5000,-130.5055,52.1030
688,160.5000,140.5000,-129.9155,52.1302
688,150.5000,150.5000,-130.5528,52.4652
688,160.5000,150.5000,-129.9578,52.4926
689,160.5000,140.5000,-129.9155,52.1302
689,170.5000,140.5000,-129.3250,52.1542
689,160.5000,150.5000,-129.9578,52.4926
689,170.5000,150.5000,-129.3620,52.5168
690,170.5000,140.5000,-129.3250,52.1542
690,180.5000,140.5000,-128.7340,52.1752
690,170.5000,150.5000,-129.3620,52.5168
690,180.5000,150.5000,-128.7658,52.5380
691,180.5000,140.5000,-128.7340,52.1752
691,190.5000,140.5000,-128.1420,52.1931
691,180.5000,150.5000,-128.7658,52.5380
691,190.5000,150.5000,-128.1687,52.5561
692,190.5000,140.5000,-128.1420,52.1931
692,200.5000,140.5000,-127.5495,52.2080
692,190.5000,150.5000,-128.1687,52.5561
692,200.5000,150.5000,-127.5717,52.5710
693,200.5000,140.5000,-127.5495,52.2080
693,210.5000,140.5000,-126.9573,52.2197
693,200.5000,150.5000,-127.5717,52.5710
693,210.5000,150.5000,-126.9740,52.5829
694,210.5000,140.5000,-126.9573,52.2197
694,220.5000,140.5000,-126.3642,52.2284
694,210.5000,150.5000,-126.9740,52.5829
694,220.5000,150.5000,-126.3762,52.5916
695,220.5000,140.5000,-126.3642,52.2284
695,230.5000,140.5000,-125.7713,52.2340
695,220.5000,150.5000,-126.3762,52.5916
695,230.5000,150.5000,-125.7777,52.5972
696,230.5000,140.5000,-125.7713,52.2340
696,240.5000,140.5000,-125.1780,52.2364
696,230.5000,150.5000,-125.7777,52.5972
696,240.5000,150.5000,-125.1798,52.5998
697,240.5000,140.5000,-125.1780,52.2364
697,250.5000,140.5000,-124.5847,52.2358
697,240.5000,150.5000,-125.1798,52.5998
697,250.5000,150.5000,-124.5812,52.5992
698,250.5000,140.5000,-124.5847,52.2358
698,260.5000,140.5000,-123.9917,52.2321
698,250.5000,150.5000,-124.5812,52.5992
698,260.5000,150.5000,-123.9830,52.5954
699,260.5000,140.5000,-123.9917,52.2321
699,270.5000,140.5000,-123.3987,52.2253
699,260.5000,150.5000,-123.9830,52.5954
699,270.5000,150.5000,-123.3847,52.5885
700,270.5000,140.5000,-123.3987,52.2253
700,280.5000,140.5000,-122.8057,52.2154
700,270.5000,150.5000,-123.3847,52.5885
700,280.5000,150.5000,-122.7870,52.5785
701,280.5000,140.5000,-122.8057,52.2154
701,290.5000,140.5000,-122.2135,52.2024
701,280.5000,150.5000,-122.7870,52.5785
701,290.5000,150.5000,-122.1895,52.5654
702,290.5000,140.5000,-122.2135,52.2024
702,300.5000,140.5000,-121.6210,52.1863
702,290.5000,150.5000,-122.1895,52.5654
702,300.5000,150.5000,-121.5925,52.5492
703,300.5000,140.5000,-121.6210,52.1863
703,310.5000,140.5000,-121.0297,52.1672
703,300.5000,150.5000,-121.5925,52.5492
703,310.5000,150.5000,-120.9958,52.5299
704,310.5000,140.5000,-121.0297,52.1672
704,320.5000,140.5000,-120.4385,52.1450
704,310.5000,150.5000,-120.9958,52.5299
704,320.5000,150.5000,-120.3997,52.5075
705,320.5000,140.5000,-120.4385,52.1450
705,330.5000,140.5000,-119.8485,52.1197
705,320.5000,150.5000,-120.3997,52.5075
705,330.5000,150.5000,-119.8042,52.4820
706,330.5000,140.5000,-119.8485,52.1197
706,340.5000,140.5000,-119.2590,52.0913
706,330.5000,150.5000,-119.8042,52.4820
706,340.5000,150.5000,-119.2100,52.4534
707,340.5000,140.5000,-119.2590,52.0913
707,350.5000,140.5000,-118.6700,52.0598
707,340.5000,150.5000,-119.2100,52.4534
707,350.5000,150.5000,-118.6160,52.4216
708,350.5000,140.5000,-118.6700,52.0598
708,360.5000,140.5000,-118.0823,52.0254
708,350.5000,150.5000,-118.6160,52.4216
708,360.5000,150.5000,-118.0235,52.3869
709,360.5000,140.5000,-118.0823,52.0254
709,370.5000,140.5000,-117.4952,51.9879
709,360.5000,150.5000,-118.0235,52.3869
709,370.5000,150.5000,-117.4315,52.3490
710,370.5000,140.5000,-117.4952,51.9879
710,380.5000,140.5000,-116.9095,51.9474
710,370.5000,150.5000,-117.4315,52.3490
710,380.5000,150.5000,-116.8410,52.3081
711,380.5000,140.5000,-116.9095,51.9474
711,390.5000,140.5000,-116.3247,51.9038
711,380.5000,150.5000,-116.8410,52.3081
711,390.5000,150.5000,-116.2510,52.2642
712,390.5000,140.5000,-116.3247,51.9038
712,400.5000,140.5000,-115.7413,51.8571
712,390.5000,150.5000,-116.2510,52.2642
712,400.5000,150.5000,-115.6625,52.2171
713,400.5000,140.5000,-115.7413,51.8571
713,410.5000,140.5000,-115.1590,51.8075
713,400.5000,150.5000,-115.6625,52.2171
713,410.5000,150.5000,-115.0757,52.1671
714,410.5000,140.5000,-115.1590,51.8075
714,420.5000,140.5000,-114.5785,51.7549
714,410.5000,150.5000,-115.0757,52.1671
714,420.3333,150.3333,-114.5013,52.1089
715,420.5000,140.5000,-114.5785,51.7549
715,430.3333,140.3333,-114.0103,51.6943
715,420.3333,150.3333,-114.5013,52.1089
715,430.0000,150.0000,-113.9400,52.0429
729,90.6667,150.6667,-134.0937,52.2431
729,81.0000,151.0000,-134.6640,52.2080
729,81.0000,160.5000,-134.7430,52.5498
729,90.5000,160.5000,-134.1803,52.5965
730,90.6667,150.6667,-134.0937,52.2431
730,100.5000,150.5000,-133.5132,52.2821
730,90.5000,160.5000,-134.1803,52.5965
730,100.5000,160.5000,-133.5863,52.6427
731,100.5000,150.5000,-133.5132,52.2821
731,110.5000,150.5000,-132.9230,52.3248
731,100.5000,160.5000,-133.5863,52.6427
731,110.5000,160.5000,-132.9915,52.6859
732,110.5000,150.5000,-132.9230,52.3248
732,120.5000,150.5000,-132.3323,52.3646
732,110.5000,160.5000,-132.9915,52.6859
732,120.5000,160.5000,-132.3953,52.7259
733,120.5000,150.5000,-132.3323,52.3646
733,130.5000,150.5000,-131.7397,52.4011
733,120.5000,160.5000,-132.3953,52.7259
733,130.5000,160.5000,-131.7980,52.7629
734,130.5000,150.5000,-131.7397,52.4011
734,140.5000,150.5000,-131.1467,52.4347
734,130.5000,160.5000,-131.7980,52.7629
734,140.5000,160.5000,-131.1995,52.7967
735,140.5000,150.5000,-131.1467,52.4347
735,150.5000,150.5000,-130.5528,52.4652
735,140.5000,160.5000,-131.1995,52.7967
735,150.5000,160.5000,-130.6005,52.8274
736,150.5000,150.5000,-130.5528,52.4652
736,160.5000,150.5000,-129.9578,52.4926
736,150.5000,160.5000,-130.6005,52.8274
736,160.5000,160.5000,-130.0005,52.8551
737,160.5000,150.5000,-129.9578,52.4926
737,170.5000,150.5000,-129.3620,52.5168
737,160.5000,160.5000,-130.0005,52.8551
737,170.5000,160.5000,-129.4000,52.8796
738,170.5000,150.5000,-129.3620,52.5168
738,180.5000,150.5000,-128.7658,52.5380
738,170.5000,160.5000,-129.4000,52.8796
738,180.5000,160.5000,-128.7985,52.9010
739,180.5000,150.5000,-128.7658,52.5380
739,190.5000,150.5000,-128.1687,52.5561
