filename,tile,domain,year,I0,J0,I1,J1,lat_sw,lon_sw,lat_se,lon_se,lat_nw,lon_nw,lat_ne,lon_ne,url
wrfout_d02_1819_2019.nc,1819,d02,2019,182,192,191,201,54.71397495,-125.74532700,54.73742389,-125.12365148,55.07287598,-125.78912545,55.09652519,-125.16187668,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1819/wrfout_d02_1819_2019.nc
wrfout_d02_1820_2019.nc,1820,d02,2019,182,202,191,211,55.07287598,-125.78912545,55.09652519,-125.16187668,55.43175030,-125.83372500,55.45562458,-125.20077515,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1820/wrfout_d02_1820_2019.nc
wrfout_d02_1821_2019.nc,1821,d02,2019,182,212,191,221,55.43175030,-125.83372500,55.45562458,-125.20077515,55.79062462,-125.87907603,55.81472492,-125.24037362,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1821/wrfout_d02_1821_2019.nc
wrfout_d02_1822_2019.nc,1822,d02,2019,182,222,191,231,55.79062462,-125.87907603,55.81472492,-125.24037362,56.14939976,-125.92530063,56.17374992,-125.28072360,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1822/wrfout_d02_1822_2019.nc
wrfout_d02_1823_2019.nc,1823,d02,2019,182,232,191,241,56.14939976,-125.92530063,56.17374992,-125.28072360,56.50817489,-125.97240070,56.53275013,-125.32182315,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1823/wrfout_d02_1823_2019.nc
wrfout_d02_1824_2019.nc,1824,d02,2019,182,242,191,251,56.50817489,-125.97240070,56.53275013,-125.32182315,56.86687470,-126.02035143,56.89162445,-125.36367420,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1824/wrfout_d02_1824_2019.nc
wrfout_d02_1825_2019.nc,1825,d02,2019,182,252,191,261,56.86687470,-126.02035143,56.89162445,-125.36367420,57.22545052,-126.06922533,57.25045013,-125.40634920,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1825/wrfout_d02_1825_2019.nc
wrfout_d02_1826_2019.nc,1826,d02,2019,182,262,191,271,57.22545052,-126.06922533,57.25045013,-125.40634920,57.58395004,-126.11902430,57.60920048,-125.44984817,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1826/wrfout_d02_1826_2019.nc
wrfout_d02_1827_2019.nc,1827,d02,2019,182,272,191,281,57.58395004,-126.11902430,57.60920048,-125.44984817,57.94232559,-126.16977503,57.96780014,-125.49419977,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1827/wrfout_d02_1827_2019.nc
wrfout_d02_1828_2019.nc,1828,d02,2019,182,282,191,291,57.94232559,-126.16977503,57.96780014,-125.49419977,58.30057430,-126.22155000,58.32627392,-125.53940202,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1828/wrfout_d02_1828_2019.nc
wrfout_d02_1829_2019.nc,1829,d02,2019,182,292,191,301,58.30057430,-126.22155000,58.32627392,-125.53940202,58.65865040,-126.27435113,58.68459988,-125.58550073,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1829/wrfout_d02_1829_2019.nc
wrfout_d02_1830_2019.nc,1830,d02,2019,182,302,191,311,58.65865040,-126.27435113,58.68459988,-125.58550073,59.01660061,-126.32820130,59.04279995,-125.63252450,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1830/wrfout_d02_1830_2019.nc
wrfout_d02_1831_2019.nc,1831,d02,2019,182,312,191,321,59.01660061,-126.32820130,59.04279995,-125.63252450,59.37432575,-126.38315010,59.40077495,-125.68045043,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1831/wrfout_d02_1831_2019.nc
wrfout_d02_1832_2019.nc,1832,d02,2019,182,322,191,331,59.37432575,-126.38315010,59.40077495,-125.68045043,59.73187542,-126.43917465,59.75857448,-125.72940060,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1832/wrfout_d02_1832_2019.nc
wrfout_d02_1833_2019.nc,1833,d02,2019,182,332,191,341,59.73187542,-126.43917465,59.75857448,-125.72940060,60.08925056,-126.49634932,60.11622524,-125.77937505,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1833/wrfout_d02_1833_2019.nc
wrfout_d02_1834_2019.nc,1834,d02,2019,182,342,191,351,60.08925056,-126.49634932,60.11622524,-125.77937505,60.44634915,-126.55472563,60.47357464,-125.83032608,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1834/wrfout_d02_1834_2019.nc
wrfout_d02_1835_2019.nc,1835,d02,2019,182,352,191,361,60.44634915,-126.55472563,60.47357464,-125.83032608,60.80317497,-126.61432647,60.83067513,-125.88235092,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1835/wrfout_d02_1835_2019.nc
wrfout_d02_1836_2019.nc,1836,d02,2019,182,362,191,371,60.80317497,-126.61432647,60.83067513,-125.88235092,61.15530014,-126.64445115,61.18135071,-125.90864945,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1836/wrfout_d02_1836_2019.nc
wrfout_d02_1900_2019.nc,1900,d02,2019,192,2,201,11,47.94034958,-124.52215195,47.95874978,-123.98770140,48.28757477,-124.53619957,48.30492497,-123.99970053,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1900/wrfout_d02_1900_2019.nc
wrfout_d02_1901_2019.nc,1901,d02,2019,192,12,201,21,48.28757477,-124.53619957,48.30492497,-123.99970053,48.64457607,-124.56454850,48.66202545,-124.02390098,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1901/wrfout_d02_1901_2019.nc
wrfout_d02_1902_2019.nc,1902,d02,2019,192,22,201,31,48.64457607,-124.56454850,48.66202545,-124.02390098,49.00172520,-124.59332467,49.01937484,-124.04845237,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1902/wrfout_d02_1902_2019.nc
wrfout_d02_1903_2019.nc,1903,d02,2019,192,32,201,41,49.00172520,-124.59332467,49.01937484,-124.04845237,49.35910034,-124.62254907,49.37692547,-124.07340050,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1903/wrfout_d02_1903_2019.nc
wrfout_d02_1904_2019.nc,1904,d02,2019,192,42,201,51,49.35910034,-124.62254907,49.37692547,-124.07340050,49.71672440,-124.65227510,49.73464966,-124.09877398,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1904/wrfout_d02_1904_2019.nc
wrfout_d02_1905_2019.nc,1905,d02,2019,192,52,201,61,49.71672440,-124.65227510,49.73464966,-124.09877398,50.07450104,-124.68242647,50.09260082,-124.12452508,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1905/wrfout_d02_1905_2019.nc
wrfout_d02_1906_2019.nc,1906,d02,2019,192,62,201,71,50.07450104,-124.68242647,50.09260082,-124.12452508,50.43252468,-124.71307565,50.45077514,-124.15070152,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1906/wrfout_d02_1906_2019.nc
wrfout_d02_1907_2019.nc,1907,d02,2019,192,72,201,81,50.43252468,-124.71307565,50.45077514,-124.15070152,50.79062557,-124.74424932,50.80904960,-124.17732620,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1907/wrfout_d02_1907_2019.nc
wrfout_d02_1908_2019.nc,1908,d02,2019,192,82,201,91,50.79062557,-124.74424932,50.80904960,-124.17732620,51.14894962,-124.77589987,51.16752434,-124.20437623,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1908/wrfout_d02_1908_2019.nc
wrfout_d02_1909_2019.nc,1909,d02,2019,192,92,201,101,51.14894962,-124.77589987,51.16752434,-124.20437623,51.50740051,-124.80809975,51.52612496,-124.23185158,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1909/wrfout_d02_1909_2019.nc
wrfout_d02_1910_2019.nc,1910,d02,2019,192,102,201,111,51.50740051,-124.80809975,51.52612496,-124.23185158,51.86594963,-124.84084892,51.88482570,-124.25977705,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1910/wrfout_d02_1910_2019.nc
wrfout_d02_1911_2019.nc,1911,d02,2019,192,112,201,121,51.86594963,-124.84084892,51.88482570,-124.25977705,52.22462463,-124.87409972,52.24367428,-124.28817747,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1911/wrfout_d02_1911_2019.nc
wrfout_d02_1912_2019.nc,1912,d02,2019,192,122,201,131,52.22462463,-124.87409972,52.24367428,-124.28817747,52.58342552,-124.90794945,52.60262489,-124.31707572,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1912/wrfout_d02_1912_2019.nc
wrfout_d02_1913_2019.nc,1913,d02,2019,192,132,201,141,52.58342552,-124.90794945,52.60262489,-124.31707572,52.94230080,-124.94239998,52.96167564,-124.34647560,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1913/wrfout_d02_1913_2019.nc
wrfout_d02_1914_2019.nc,1914,d02,2019,192,142,201,151,52.94230080,-124.94239998,52.96167564,-124.34647560,53.30120086,-124.97737500,53.32075024,-124.37637707,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1914/wrfout_d02_1914_2019.nc
wrfout_d02_1915_2019.nc,1915,d02,2019,192,152,201,161,53.30120086,-124.97737500,53.32075024,-124.37637707,53.66020012,-125.01297377,53.67992592,-124.40677640,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1915/wrfout_d02_1915_2019.nc
wrfout_d02_1916_2019.nc,1916,d02,2019,192,162,201,171,53.66020012,-125.01297377,53.67992592,-124.40677640,54.01927567,-125.04922485,54.03917503,-124.43770027,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1916/wrfout_d02_1916_2019.nc
wrfout_d02_1917_2019.nc,1917,d02,2019,192,172,201,181,54.01927567,-125.04922485,54.03917503,-124.43770027,54.37832546,-125.08610150,54.39840031,-124.46920015,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1917/wrfout_d02_1917_2019.nc
wrfout_d02_1918_2019.nc,1918,d02,2019,192,182,201,191,54.37832546,-125.08610150,54.39840031,-124.46920015,54.73742389,-125.12365148,54.75767422,-124.50127413,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1918/wrfout_d02_1918_2019.nc
wrfout_d02_1919_2019.nc,1919,d02,2019,192,192,201,201,54.73742389,-125.12365148,54.75767422,-124.50127413,55.09652519,-125.16187668,55.11697483,-124.53389930,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1919/wrfout_d02_1919_2019.nc
wrfout_d02_1920_2019.nc,1920,d02,2019,192,202,201,211,55.09652519,-125.16187668,55.11697483,-124.53389930,55.45562458,-125.20077515,55.47624970,-124.56712340,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1920/wrfout_d02_1920_2019.nc
wrfout_d02_1921_2019.nc,1921,d02,2019,192,212,201,221,55.45562458,-125.20077515,55.47624970,-124.56712340,55.81472492,-125.24037362,55.83552551,-124.60097312,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1921/wrfout_d02_1921_2019.nc
wrfout_d02_1922_2019.nc,1922,d02,2019,192,222,201,231,55.81472492,-125.24037362,55.83552551,-124.60097312,56.17374992,-125.28072360,56.19475079,-124.63542365,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1922/wrfout_d02_1922_2019.nc
wrfout_d02_1923_2019.nc,1923,d02,2019,192,232,201,241,56.17374992,-125.28072360,56.19475079,-124.63542365,56.53275013,-125.32182315,56.55395031,-124.67052270,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1923/wrfout_d02_1923_2019.nc
wrfout_d02_1924_2019.nc,1924,d02,2019,192,242,201,251,56.53275013,-125.32182315,56.55395031,-124.67052270,56.89162445,-125.36367420,56.91299915,-124.70629883,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1924/wrfout_d02_1924_2019.nc
wrfout_d02_1925_2019.nc,1925,d02,2019,192,252,201,261,56.89162445,-125.36367420,56.91299915,-124.70629883,57.25045013,-125.40634920,57.27205086,-124.74272535,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1925/wrfout_d02_1925_2019.nc
wrfout_d02_1926_2019.nc,1926,d02,2019,192,262,201,271,57.25045013,-125.40634920,57.27205086,-124.74272535,57.60920048,-125.44984817,57.63097572,-124.77985000,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1926/wrfout_d02_1926_2019.nc
wrfout_d02_1927_2019.nc,1927,d02,2019,192,272,201,281,57.60920048,-125.44984817,57.63097572,-124.77985000,57.96780014,-125.49419977,57.98977471,-124.81772425,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1927/wrfout_d02_1927_2019.nc
wrfout_d02_1928_2019.nc,1928,d02,2019,192,282,201,291,57.96780014,-125.49419977,57.98977471,-124.81772425,58.32627392,-125.53940202,58.34847450,-124.85634995,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1928/wrfout_d02_1928_2019.nc
wrfout_d02_1929_2019.nc,1929,d02,2019,192,292,201,301,58.32627392,-125.53940202,58.34847450,-124.85634995,58.68459988,-125.58550073,58.70702457,-124.89570045,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1929/wrfout_d02_1929_2019.nc
wrfout_d02_1930_2019.nc,1930,d02,2019,192,302,201,311,58.68459988,-125.58550073,58.70702457,-124.89570045,59.04279995,-125.63252450,59.06542492,-124.93585015,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1930/wrfout_d02_1930_2019.nc
wrfout_d02_1931_2019.nc,1931,d02,2019,192,312,201,321,59.04279995,-125.63252450,59.06542492,-124.93585015,59.40077495,-125.68045043,59.42362499,-124.97682380,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1931/wrfout_d02_1931_2019.nc
wrfout_d02_1932_2019.nc,1932,d02,2019,192,322,201,331,59.40077495,-125.68045043,59.42362499,-124.97682380,59.75857448,-125.72940060,59.78162479,-125.01862525,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1932/wrfout_d02_1932_2019.nc
wrfout_d02_1933_2019.nc,1933,d02,2019,192,332,201,341,59.75857448,-125.72940060,59.78162479,-125.01862525,60.11622524,-125.77937505,60.13950062,-125.06130217,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1933/wrfout_d02_1933_2019.nc
wrfout_d02_1934_2019.nc,1934,d02,2019,192,342,201,351,60.11622524,-125.77937505,60.13950062,-125.06130217,60.47357464,-125.83032608,60.49707508,-125.10482405,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1934/wrfout_d02_1934_2019.nc
wrfout_d02_1935_2019.nc,1935,d02,2019,192,352,201,361,60.47357464,-125.83032608,60.49707508,-125.10482405,60.83067513,-125.88235092,60.85442448,-125.14929962,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1935/wrfout_d02_1935_2019.nc
wrfout_d02_1936_2019.nc,1936,d02,2019,192,362,201,371,60.83067513,-125.88235092,60.85442448,-125.14929962,61.18135071,-125.90864945,61.20359993,-125.17180255,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1936/wrfout_d02_1936_2019.nc
wrfout_d02_2000_2019.nc,2000,d02,2019,202,2,211,11,47.95874978,-123.98770140,47.97450066,-123.45285035,48.30492497,-123.99970053,48.31952477,-123.46279907,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2000/wrfout_d02_2000_2019.nc
wrfout_d02_2001_2019.nc,2001,d02,2019,202,12,211,21,48.30492497,-123.99970053,48.31952477,-123.46279907,48.66202545,-124.02390098,48.67672443,-123.48284723,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2001/wrfout_d02_2001_2019.nc
wrfout_d02_2002_2019.nc,2002,d02,2019,202,22,211,31,48.66202545,-124.02390098,48.67672443,-123.48284723,49.01937484,-124.04845237,49.03422451,-123.50319863,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2002/wrfout_d02_2002_2019.nc
wrfout_d02_2003_2019.nc,2003,d02,2019,202,32,211,41,49.01937484,-124.04845237,49.03422451,-123.50319863,49.37692547,-124.07340050,49.39190006,-123.52384948,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2003/wrfout_d02_2003_2019.nc
wrfout_d02_2004_2019.nc,2004,d02,2019,202,42,211,51,49.37692547,-124.07340050,49.39190006,-123.52384948,49.73464966,-124.09877398,49.74975109,-123.54484938,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2004/wrfout_d02_2004_2019.nc
wrfout_d02_2005_2019.nc,2005,d02,2019,202,52,211,61,49.73464966,-124.09877398,49.74975109,-123.54484938,50.09260082,-124.12452508,50.10785103,-123.56622502,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2005/wrfout_d02_2005_2019.nc
wrfout_d02_2006_2019.nc,2006,d02,2019,202,62,211,71,50.09260082,-124.12452508,50.10785103,-123.56622502,50.45077514,-124.15070152,50.46615028,-123.58790015,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2006/wrfout_d02_2006_2019.nc
wrfout_d02_2007_2019.nc,2007,d02,2019,202,72,211,81,50.45077514,-124.15070152,50.46615028,-123.58790015,50.80904960,-124.17732620,50.82454968,-123.60992430,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2007/wrfout_d02_2007_2019.nc
wrfout_d02_2008_2019.nc,2008,d02,2019,202,82,211,91,50.80904960,-124.17732620,50.82454968,-123.60992430,51.16752434,-124.20437623,51.18315029,-123.63232420,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2008/wrfout_d02_2008_2019.nc
wrfout_d02_2009_2019.nc,2009,d02,2019,202,92,211,101,51.16752434,-124.20437623,51.18315029,-123.63232420,51.52612496,-124.23185158,51.54187489,-123.65509987,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2009/wrfout_d02_2009_2019.nc
wrfout_d02_2010_2019.nc,2010,d02,2019,202,102,211,111,51.52612496,-124.23185158,51.54187489,-123.65509987,51.88482570,-124.25977705,51.90072632,-123.67824937,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2010/wrfout_d02_2010_2019.nc
wrfout_d02_2011_2019.nc,2011,d02,2019,202,112,211,121,51.88482570,-124.25977705,51.90072632,-123.67824937,52.24367428,-124.28817747,52.25972462,-123.70177460,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2011/wrfout_d02_2011_2019.nc
wrfout_d02_2012_2019.nc,2012,d02,2019,202,122,211,131,52.24367428,-124.28817747,52.25972462,-123.70177460,52.60262489,-124.31707572,52.61880016,-123.72569848,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2012/wrfout_d02_2012_2019.nc
wrfout_d02_2013_2019.nc,2013,d02,2019,202,132,211,141,52.60262489,-124.31707572,52.61880016,-123.72569848,52.96167564,-124.34647560,52.97799969,-123.75002287,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2013/wrfout_d02_2013_2019.nc
wrfout_d02_2014_2019.nc,2014,d02,2019,202,142,211,151,52.96167564,-124.34647560,52.97799969,-123.75002287,53.32075024,-124.37637707,53.33720016,-123.77482413,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2014/wrfout_d02_2014_2019.nc
wrfout_d02_2015_2019.nc,2015,d02,2019,202,152,211,161,53.32075024,-124.37637707,53.33720016,-123.77482413,53.67992592,-124.40677640,53.69655037,-123.80002402,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2015/wrfout_d02_2015_2019.nc
wrfout_d02_2016_2019.nc,2016,d02,2019,202,162,211,171,53.67992592,-124.40677640,53.69655037,-123.80002402,54.03917503,-124.43770027,54.05595016,-123.82564925,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2016/wrfout_d02_2016_2019.nc
wrfout_d02_2017_2019.nc,2017,d02,2019,202,172,211,181,54.03917503,-124.43770027,54.05595016,-123.82564925,54.39840031,-124.46920015,54.41532517,-123.85174940,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2017/wrfout_d02_2017_2019.nc
wrfout_d02_2018_2019.nc,2018,d02,2019,202,182,211,191,54.39840031,-124.46920015,54.41532517,-123.85174940,54.75767422,-124.50127413,54.77472496,-123.87829970,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2018/wrfout_d02_2018_2019.nc
wrfout_d02_2019_2019.nc,2019,d02,2019,202,192,211,201,54.75767422,-124.50127413,54.77472496,-123.87829970,55.11697483,-124.53389930,55.13420009,-123.90534973,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2019/wrfout_d02_2019_2019.nc
wrfout_d02_2020_2019.nc,2020,d02,2019,202,202,211,211,55.11697483,-124.53389930,55.13420009,-123.90534973,55.47624970,-124.56712340,55.49362469,-123.93287467,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2020/wrfout_d02_2020_2019.nc
wrfout_d02_2021_2019.nc,2021,d02,2019,202,212,211,221,55.47624970,-124.56712340,55.49362469,-123.93287467,55.83552551,-124.60097312,55.85305023,-123.96087455,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2021/wrfout_d02_2021_2019.nc
wrfout_d02_2022_2019.nc,2022,d02,2019,202,222,211,231,55.83552551,-124.60097312,55.85305023,-123.96087455,56.19475079,-124.63542365,56.21242523,-123.98942373,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2022/wrfout_d02_2022_2019.nc
wrfout_d02_2023_2019.nc,2023,d02,2019,202,232,211,241,56.19475079,-124.63542365,56.21242523,-123.98942373,56.55395031,-124.67052270,56.57177544,-124.01852415,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2023/wrfout_d02_2023_2019.nc
wrfout_d02_2024_2019.nc,2024,d02,2019,202,242,211,251,56.55395031,-124.67052270,56.57177544,-124.01852415,56.91299915,-124.70629883,56.93102455,-124.04817580,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2024/wrfout_d02_2024_2019.nc
wrfout_d02_2025_2019.nc,2025,d02,2019,202,252,211,261,56.91299915,-124.70629883,56.93102455,-124.04817580,57.27205086,-124.74272535,57.29022598,-124.07837677,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2025/wrfout_d02_2025_2019.nc
wrfout_d02_2026_2019.nc,2026,d02,2019,202,262,211,271,57.27205086,-124.74272535,57.29022598,-124.07837677,57.63097572,-124.77985000,57.64932537,-124.10912515,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2026/wrfout_d02_2026_2019.nc
wrfout_d02_2027_2019.nc,2027,d02,2019,202,272,211,281,57.63097572,-124.77985000,57.64932537,-124.10912515,57.98977471,-124.81772425,58.00829983,-124.14050102,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2027/wrfout_d02_2027_2019.nc
wrfout_d02_2028_2019.nc,2028,d02,2019,202,282,211,291,57.98977471,-124.81772425,58.00829983,-124.14050102,58.34847450,-124.85634995,58.36717415,-124.17250253,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2028/wrfout_d02_2028_2019.nc
wrfout_d02_2029_2019.nc,2029,d02,2019,202,292,211,301,58.34847450,-124.85634995,58.36717415,-124.17250253,58.70702457,-124.89570045,58.72589970,-124.20512583,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2029/wrfout_d02_2029_2019.nc
wrfout_d02_2030_2019.nc,2030,d02,2019,202,302,211,311,58.70702457,-124.89570045,58.72589970,-124.20512583,59.06542492,-124.93585015,59.08447551,-124.23839950,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2030/wrfout_d02_2030_2019.nc
wrfout_d02_2031_2019.nc,2031,d02,2019,202,312,211,321,59.06542492,-124.93585015,59.08447551,-124.23839950,59.42362499,-124.97682380,59.44287586,-124.27235030,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2031/wrfout_d02_2031_2019.nc
wrfout_d02_2032_2019.nc,2032,d02,2019,202,322,211,331,59.42362499,-124.97682380,59.44287586,-124.27235030,59.78162479,-125.01862525,59.80107498,-124.30699920,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2032/wrfout_d02_2032_2019.nc
wrfout_d02_2033_2019.nc,2033,d02,2019,202,332,211,341,59.78162479,-125.01862525,59.80107498,-124.30699920,60.13950062,-125.06130217,60.15907574,-124.34234810,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2033/wrfout_d02_2033_2019.nc
wrfout_d02_2034_2019.nc,2034,d02,2019,202,342,211,351,60.13950062,-125.06130217,60.15907574,-124.34234810,60.49707508,-125.10482405,60.51687527,-124.37844850,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2034/wrfout_d02_2034_2019.nc
wrfout_d02_2035_2019.nc,2035,d02,2019,202,352,211,361,60.49707508,-125.10482405,60.51687527,-124.37844850,60.85442448,-125.14929962,60.87442398,-124.41532325,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2035/wrfout_d02_2035_2019.nc
wrfout_d02_2036_2019.nc,2036,d02,2019,202,362,211,371,60.85442448,-125.14929962,60.87442398,-124.41532325,61.20359993,-125.17180255,61.22209931,-124.43394850,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2036/wrfout_d02_2036_2019.nc
wrfout_d02_2100_2019.nc,2100,d02,2019,212,2,221,11,47.97450066,-123.45285035,47.98750114,-122.91770170,48.31952477,-123.46279907,48.33137417,-122.92560005,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2100/wrfout_d02_2100_2019.nc
wrfout_d02_2101_2019.nc,2101,d02,2019,212,12,221,21,48.31952477,-123.46279907,48.33137417,-122.92560005,48.67672443,-123.48284723,48.68867397,-122.94147492,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2101/wrfout_d02_2101_2019.nc
wrfout_d02_2102_2019.nc,2102,d02,2019,212,22,221,31,48.67672443,-123.48284723,48.68867397,-122.94147492,49.03422451,-123.50319863,49.04627419,-122.95760155,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2102/wrfout_d02_2102_2019.nc
wrfout_d02_2103_2019.nc,2103,d02,2019,212,32,221,41,49.03422451,-123.50319863,49.04627419,-122.95760155,49.39190006,-123.52384948,49.40402412,-122.97402573,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2103/wrfout_d02_2103_2019.nc
wrfout_d02_2104_2019.nc,2104,d02,2019,212,42,221,51,49.39190006,-123.52384948,49.40402412,-122.97402573,49.74975109,-123.54484938,49.76202583,-122.99067497,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2104/wrfout_d02_2104_2019.nc
wrfout_d02_2105_2019.nc,2105,d02,2019,212,52,221,61,49.74975109,-123.54484938,49.76202583,-122.99067497,50.10785103,-123.56622502,50.12020111,-123.00755120,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2105/wrfout_d02_2105_2019.nc
wrfout_d02_2106_2019.nc,2106,d02,2019,212,62,221,71,50.10785103,-123.56622502,50.12020111,-123.00755120,50.46615028,-123.58790015,50.47860050,-123.02470208,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2106/wrfout_d02_2106_2019.nc
wrfout_d02_2107_2019.nc,2107,d02,2019,212,72,221,81,50.46615028,-123.58790015,50.47860050,-123.02470208,50.82454968,-123.60992430,50.83712578,-123.04217720,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/2107/wrfout_d02_2107_2019.nc
