filename,tile,domain,year,I0,J0,I1,J1,lat_sw,lon_sw,lat_se,lon_se,lat_nw,lon_nw,lat_ne,lon_ne,url
wrfout_d02_1006_2019.nc,1006,d02,2019,102,62,111,71,49.80440140,-129.64900210,49.83376694,-129.11433407,50.14576721,-129.73570253,50.18325043,-129.18830108,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1006/wrfout_d02_1006_2019.nc
wrfout_d02_1007_2019.nc,1007,d02,2019,102,72,111,81,50.14576721,-129.73570253,50.18325043,-129.18830108,50.49492455,-129.81502535,50.53927422,-129.25529862,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1007/wrfout_d02_1007_2019.nc
wrfout_d02_1008_2019.nc,1008,d02,2019,102,82,111,91,50.49492455,-129.81502535,50.53927422,-129.25529862,50.85064888,-129.88757325,50.89539910,-129.32337570,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1008/wrfout_d02_1008_2019.nc
wrfout_d02_1009_2019.nc,1009,d02,2019,102,92,111,101,50.85064888,-129.88757325,50.89539910,-129.32337570,51.20652485,-129.96129990,51.25162506,-129.39260100,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1009/wrfout_d02_1009_2019.nc
wrfout_d02_1010_2019.nc,1010,d02,2019,102,102,111,111,51.20652485,-129.96129990,51.25162506,-129.39260100,51.56247521,-130.03625107,51.60797596,-129.46294785,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1010/wrfout_d02_1010_2019.nc
wrfout_d02_1011_2019.nc,1011,d02,2019,102,112,111,121,51.56247521,-130.03625107,51.60797596,-129.46294785,51.91854954,-130.11245345,51.96444893,-129.53447342,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1011/wrfout_d02_1011_2019.nc
wrfout_d02_1012_2019.nc,1012,d02,2019,102,122,111,131,51.91854954,-130.11245345,51.96444893,-129.53447342,52.27465057,-130.18990325,52.32095146,-129.60720060,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1012/wrfout_d02_1012_2019.nc
wrfout_d02_1013_2019.nc,1013,d02,2019,102,132,111,141,52.27465057,-130.18990325,52.32095146,-129.60720060,52.63082504,-130.26867678,52.67749977,-129.68112562,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1013/wrfout_d02_1013_2019.nc
wrfout_d02_1014_2019.nc,1014,d02,2019,102,142,111,151,52.63082504,-130.26867678,52.67749977,-129.68112562,52.98705006,-130.34877780,53.03412533,-129.75629805,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1014/wrfout_d02_1014_2019.nc
wrfout_d02_1015_2019.nc,1015,d02,2019,102,152,111,161,52.98705006,-130.34877780,53.03412533,-129.75629805,53.34327507,-130.43020250,53.39079952,-129.83277510,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1015/wrfout_d02_1015_2019.nc
wrfout_d02_1016_2019.nc,1016,d02,2019,102,162,111,171,53.34327507,-130.43020250,53.39079952,-129.83277510,53.69950104,-130.51305008,53.74744988,-129.91059875,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1016/wrfout_d02_1016_2019.nc
wrfout_d02_1017_2019.nc,1017,d02,2019,102,172,111,181,53.69950104,-130.51305008,53.74744988,-129.91059875,54.05574989,-130.59737395,54.10410023,-129.98977280,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1017/wrfout_d02_1017_2019.nc
wrfout_d02_1018_2019.nc,1018,d02,2019,102,182,111,191,54.05574989,-130.59737395,54.10410023,-129.98977280,54.41197395,-130.68317412,54.46077442,-130.07030105,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1018/wrfout_d02_1018_2019.nc
wrfout_d02_1019_2019.nc,1019,d02,2019,102,192,111,201,54.41197395,-130.68317412,54.46077442,-130.07030105,54.76815033,-130.77050017,54.81737518,-130.15227508,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1019/wrfout_d02_1019_2019.nc
wrfout_d02_1020_2019.nc,1020,d02,2019,102,202,111,211,54.76815033,-130.77050017,54.81737518,-130.15227508,55.12430000,-130.85937500,55.17397499,-130.23572542,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1020/wrfout_d02_1020_2019.nc
wrfout_d02_1021_2019.nc,1021,d02,2019,102,212,111,221,55.12430000,-130.85937500,55.17397499,-130.23572542,55.48037529,-130.94979860,55.53049946,-130.32067492,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1021/wrfout_d02_1021_2019.nc
wrfout_d02_1022_2019.nc,1022,d02,2019,102,222,111,231,55.48037529,-130.94979860,55.53049946,-130.32067492,55.83634949,-131.04190065,55.88692570,-130.40719988,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1022/wrfout_d02_1022_2019.nc
wrfout_d02_1023_2019.nc,1023,d02,2019,102,232,111,241,55.83634949,-131.04190065,55.88692570,-130.40719988,56.19227600,-131.13572312,56.24327564,-130.49530030,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1023/wrfout_d02_1023_2019.nc
wrfout_d02_1024_2019.nc,1024,d02,2019,102,242,111,251,56.19227600,-131.13572312,56.24327564,-130.49530030,56.54804993,-131.23124695,56.59952545,-130.58499907,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1024/wrfout_d02_1024_2019.nc
wrfout_d02_1025_2019.nc,1025,d02,2019,102,252,111,261,56.54804993,-131.23124695,56.59952545,-130.58499907,56.90369987,-131.32857513,56.95565033,-130.67637250,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1025/wrfout_d02_1025_2019.nc
wrfout_d02_1026_2019.nc,1026,d02,2019,102,262,111,271,56.90369987,-131.32857513,56.95565033,-130.67637250,57.25922394,-131.42772675,57.31167507,-130.76952360,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1026/wrfout_d02_1026_2019.nc
wrfout_d02_1027_2019.nc,1027,d02,2019,102,272,111,281,57.25922394,-131.42772675,57.31167507,-130.76952360,57.61454964,-131.52875138,57.66747475,-130.86445235,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1027/wrfout_d02_1027_2019.nc
wrfout_d02_1028_2019.nc,1028,d02,2019,102,282,111,291,57.61454964,-131.52875138,57.66747475,-130.86445235,57.96972561,-131.63169860,58.02315044,-130.96117780,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1028/wrfout_d02_1028_2019.nc
wrfout_d02_1029_2019.nc,1029,d02,2019,102,292,111,301,57.96972561,-131.63169860,58.02315044,-130.96117780,58.32470036,-131.73667145,58.37862492,-131.05980300,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1029/wrfout_d02_1029_2019.nc
wrfout_d02_1030_2019.nc,1030,d02,2019,102,302,111,311,58.32470036,-131.73667145,58.37862492,-131.05980300,58.67950058,-131.84372330,58.73390007,-131.16035082,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1030/wrfout_d02_1030_2019.nc
wrfout_d02_1031_2019.nc,1031,d02,2019,102,312,111,321,58.67950058,-131.84372330,58.73390007,-131.16035082,59.03405094,-131.95282745,59.08897495,-131.26287080,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1031/wrfout_d02_1031_2019.nc
wrfout_d02_1032_2019.nc,1032,d02,2019,102,322,111,331,59.03405094,-131.95282745,59.08897495,-131.26287080,59.38834858,-132.06412887,59.44377422,-131.36744690,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1032/wrfout_d02_1032_2019.nc
wrfout_d02_1033_2019.nc,1033,d02,2019,102,332,111,341,59.38834858,-132.06412887,59.44377422,-131.36744690,59.74235058,-132.17767718,59.79835033,-131.47412490,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1033/wrfout_d02_1033_2019.nc
wrfout_d02_1034_2019.nc,1034,d02,2019,102,342,111,351,59.74235058,-132.17767718,59.79835033,-131.47412490,60.09607506,-132.29352573,60.15262508,-131.58302688,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1034/wrfout_d02_1034_2019.nc
wrfout_d02_1035_2019.nc,1035,d02,2019,102,352,111,361,60.09607506,-132.29352573,60.15262508,-131.58302688,60.44954968,-132.41177370,60.50662518,-131.69415283,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1035/wrfout_d02_1035_2019.nc
wrfout_d02_1036_2019.nc,1036,d02,2019,102,362,111,371,60.44954968,-132.41177370,60.50662518,-131.69415283,60.82926686,-132.51976523,60.88636589,-131.79565175,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1036/wrfout_d02_1036_2019.nc
wrfout_d02_1037_2019.nc,1037,d02,2019,102,372,111,373,60.82926686,-132.51976523,60.88636589,-131.79565175,60.82926686,-132.51976523,60.88636589,-131.79565175,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1037/wrfout_d02_1037_2019.nc
wrfout_d02_1104_2019.nc,1104,d02,2019,112,42,121,51,49.13660049,-128.96919250,49.16260020,-128.44193523,49.49259948,-129.00104520,49.51212502,-128.50962450,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1104/wrfout_d02_1104_2019.nc
wrfout_d02_1105_2019.nc,1105,d02,2019,112,52,121,61,49.49259948,-129.00104520,49.51212502,-128.50962450,49.83376694,-129.11433407,49.86817455,-128.57027055,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1105/wrfout_d02_1105_2019.nc
wrfout_d02_1106_2019.nc,1106,d02,2019,112,62,121,71,49.83376694,-129.11433407,49.86817455,-128.57027055,50.18325043,-129.18830108,50.22437477,-128.63187028,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1106/wrfout_d02_1106_2019.nc
wrfout_d02_1107_2019.nc,1107,d02,2019,112,72,121,81,50.18325043,-129.18830108,50.22437477,-128.63187028,50.53927422,-129.25529862,50.58074951,-128.69445038,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1107/wrfout_d02_1107_2019.nc
wrfout_d02_1108_2019.nc,1108,d02,2019,112,82,121,91,50.53927422,-129.25529862,50.58074951,-128.69445038,50.89539910,-129.32337570,50.93727494,-128.75807570,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1108/wrfout_d02_1108_2019.nc
wrfout_d02_1109_2019.nc,1109,d02,2019,112,92,121,101,50.89539910,-129.32337570,50.93727494,-128.75807570,51.25162506,-129.39260100,51.29384995,-128.82275008,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1109/wrfout_d02_1109_2019.nc
wrfout_d02_1110_2019.nc,1110,d02,2019,112,102,121,111,51.25162506,-129.39260100,51.29384995,-128.82275008,51.60797596,-129.46294785,51.65055085,-128.88850403,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1110/wrfout_d02_1110_2019.nc
wrfout_d02_1111_2019.nc,1111,d02,2019,112,112,121,121,51.60797596,-129.46294785,51.65055085,-128.88850403,51.96444893,-129.53447342,52.00739956,-128.95532990,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1111/wrfout_d02_1111_2019.nc
wrfout_d02_1112_2019.nc,1112,d02,2019,112,122,121,131,51.96444893,-129.53447342,52.00739956,-128.95532990,52.32095146,-129.60720060,52.36427593,-129.02322770,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1112/wrfout_d02_1112_2019.nc
wrfout_d02_1113_2019.nc,1113,d02,2019,112,132,121,141,52.32095146,-129.60720060,52.36427593,-129.02322770,52.67749977,-129.68112562,52.72122574,-129.09232332,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1113/wrfout_d02_1113_2019.nc
wrfout_d02_1114_2019.nc,1114,d02,2019,112,142,121,151,52.67749977,-129.68112562,52.72122574,-129.09232332,53.03412533,-129.75629805,53.07820034,-129.16259768,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1114/wrfout_d02_1114_2019.nc
wrfout_d02_1115_2019.nc,1115,d02,2019,112,152,121,161,53.03412533,-129.75629805,53.07820034,-129.16259768,53.39079952,-129.83277510,53.43524933,-129.23405075,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1115/wrfout_d02_1115_2019.nc
wrfout_d02_1116_2019.nc,1116,d02,2019,112,162,121,171,53.39079952,-129.83277510,53.43524933,-129.23405075,53.74744988,-129.91059875,53.79229927,-129.30677795,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1116/wrfout_d02_1116_2019.nc
wrfout_d02_1117_2019.nc,1117,d02,2019,112,172,121,181,53.74744988,-129.91059875,53.79229927,-129.30677795,54.10410023,-129.98977280,54.14935017,-129.38075258,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1117/wrfout_d02_1117_2019.nc
wrfout_d02_1118_2019.nc,1118,d02,2019,112,182,121,191,54.10410023,-129.98977280,54.14935017,-129.38075258,54.46077442,-130.07030105,54.50642490,-129.45600130,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1118/wrfout_d02_1118_2019.nc
wrfout_d02_1119_2019.nc,1119,d02,2019,112,192,121,201,54.46077442,-130.07030105,54.50642490,-129.45600130,54.81737518,-130.15227508,54.86342526,-129.53260040,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1119/wrfout_d02_1119_2019.nc
wrfout_d02_1120_2019.nc,1120,d02,2019,112,202,121,211,54.81737518,-130.15227508,54.86342526,-129.53260040,55.17397499,-130.23572542,55.22044945,-129.61059952,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1120/wrfout_d02_1120_2019.nc
wrfout_d02_1121_2019.nc,1121,d02,2019,112,212,121,221,55.17397499,-130.23572542,55.22044945,-129.61059952,55.53049946,-130.32067492,55.57737446,-129.69002535,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1121/wrfout_d02_1121_2019.nc
wrfout_d02_1122_2019.nc,1122,d02,2019,112,222,121,231,55.53049946,-130.32067492,55.57737446,-129.69002535,55.88692570,-130.40719988,55.93425083,-129.77087785,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1122/wrfout_d02_1122_2019.nc
wrfout_d02_1123_2019.nc,1123,d02,2019,112,232,121,241,55.88692570,-130.40719988,55.93425083,-129.77087785,56.24327564,-130.49530030,56.29102516,-129.85320283,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1123/wrfout_d02_1123_2019.nc
wrfout_d02_1124_2019.nc,1124,d02,2019,112,242,121,251,56.24327564,-130.49530030,56.29102516,-129.85320283,56.59952545,-130.58499907,56.64770031,-129.93707657,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1124/wrfout_d02_1124_2019.nc
wrfout_d02_1125_2019.nc,1125,d02,2019,112,252,121,261,56.59952545,-130.58499907,56.64770031,-129.93707657,56.95565033,-130.67637250,57.00427532,-130.02252580,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1125/wrfout_d02_1125_2019.nc
wrfout_d02_1126_2019.nc,1126,d02,2019,112,262,121,271,56.95565033,-130.67637250,57.00427532,-130.02252580,57.31167507,-130.76952360,57.36075020,-130.10960008,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1126/wrfout_d02_1126_2019.nc
wrfout_d02_1127_2019.nc,1127,d02,2019,112,272,121,281,57.31167507,-130.76952360,57.36075020,-130.10960008,57.66747475,-130.86445235,57.71702480,-130.19832610,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1127/wrfout_d02_1127_2019.nc
wrfout_d02_1128_2019.nc,1128,d02,2019,112,282,121,291,57.66747475,-130.86445235,57.71702480,-130.19832610,58.02315044,-130.96117780,58.07314968,-130.28877637,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1128/wrfout_d02_1128_2019.nc
wrfout_d02_1129_2019.nc,1129,d02,2019,112,292,121,301,58.02315044,-130.96117780,58.07314968,-130.28877637,58.37862492,-131.05980300,58.42909909,-130.38100050,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1129/wrfout_d02_1129_2019.nc
wrfout_d02_1130_2019.nc,1130,d02,2019,112,302,121,311,58.37862492,-131.05980300,58.42909909,-130.38100050,58.73390007,-131.16035082,58.78485012,-130.47499848,https://nrs.objectstore.gov.bc.ca/wrfdel/aermod/d02/1130/wrfout_d02_1130_2019.nc
