filename,year,month,domain,tile,I0,J0,I1,J1,lat0,lon0,lat1,lon1,url
x002y262x011y271.201901.10x10.d02.m3d,2019,1,d02,26,2,262,11,271,56.22669983,-137.7082062,56.61759949,-137.2774048,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0026/x002y262x011y271.201901.10x10.d02.m3d
x002y272x011y281.201901.10x10.d02.m3d,2019,1,d02,27,2,272,11,281,56.57590103,-137.8641968,56.96720123,-137.4309998,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0027/x002y272x011y281.201901.10x10.d02.m3d
x002y282x011y291.201901.10x10.d02.m3d,2019,1,d02,28,2,282,11,291,56.92480087,-138.0229034,57.31669998,-137.5872955,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0028/x002y282x011y291.201901.10x10.d02.m3d
x002y292x011y301.201901.10x10.d02.m3d,2019,1,d02,29,2,292,11,301,57.27349854,-138.1846008,57.66579819,-137.7465973,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0029/x002y292x011y301.201901.10x10.d02.m3d
x002y302x011y311.201901.10x10.d02.m3d,2019,1,d02,30,2,302,11,311,57.62189865,-138.3493042,58.01459885,-137.9089966,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0030/x002y302x011y311.201901.10x10.d02.m3d
x002y312x011y321.201901.10x10.d02.m3d,2019,1,d02,31,2,312,11,321,57.97000122,-138.5171051,58.36320114,-138.0744019,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0031/x002y312x011y321.201901.10x10.d02.m3d
x002y322x011y331.201901.10x10.d02.m3d,2019,1,d02,32,2,322,11,331,58.31779861,-138.6880035,58.71139908,-138.2429047,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0032/x002y322x011y331.201901.10x10.d02.m3d
x002y332x011y341.201901.10x10.d02.m3d,2019,1,d02,33,2,332,11,341,58.66519928,-138.8623047,59.05920029,-138.4147949,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0033/x002y332x011y341.201901.10x10.d02.m3d
x002y342x011y351.201901.10x10.d02.m3d,2019,1,d02,34,2,342,11,351,59.0121994,-139.0399017,59.40670013,-138.5899963,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0034/x002y342x011y351.201901.10x10.d02.m3d
x002y352x011y361.201901.10x10.d02.m3d,2019,1,d02,35,2,352,11,361,59.35889816,-139.220993,59.75370026,-138.7686005,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0035/x002y352x011y361.201901.10x10.d02.m3d
x002y362x011y371.201901.10x10.d02.m3d,2019,1,d02,36,2,362,11,371,59.7052002,-139.4055939,60.10039902,-138.9508972,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0036/x002y362x011y371.201901.10x10.d02.m3d
x002y372x011y373.201901.10x10.d02.m3d,2019,1,d02,37,2,372,11,373,60.05099869,-139.5939026,60.16970062,-138.987793,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0037/x002y372x011y373.201901.10x10.d02.m3d
x012y002x021y011.201901.10x10.d02.m3d,2019,1,d02,100,12,2,21,11,47.18370056,-133.9411011,47.55810165,-133.5619965,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0100/x012y002x021y011.201901.10x10.d02.m3d
x012y012x021y021.201901.10x10.d02.m3d,2019,1,d02,101,12,12,21,21,47.53409958,-134.0393982,47.90909958,-133.6582947,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0101/x012y012x021y021.201901.10x10.d02.m3d
x012y022x021y031.201901.10x10.d02.m3d,2019,1,d02,102,12,22,21,31,47.88460159,-134.1392059,48.26029968,-133.7559967,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0102/x012y022x021y031.201901.10x10.d02.m3d
x012y032x021y041.201901.10x10.d02.m3d,2019,1,d02,103,12,32,21,41,48.23529816,-134.2404022,48.61159897,-133.8551941,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0103/x012y032x021y041.201901.10x10.d02.m3d
x012y042x021y051.201901.10x10.d02.m3d,2019,1,d02,104,12,42,21,51,48.58610153,-134.3432007,48.96310043,-133.9559021,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0104/x012y042x021y051.201901.10x10.d02.m3d
x012y052x021y061.201901.10x10.d02.m3d,2019,1,d02,105,12,52,21,61,48.93709946,-134.4476013,49.31470108,-134.058197,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0105/x012y052x021y061.201901.10x10.d02.m3d
x012y062x021y071.201901.10x10.d02.m3d,2019,1,d02,106,12,62,21,71,49.28820038,-134.5536041,49.66630173,-134.1620026,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0106/x012y062x021y071.201901.10x10.d02.m3d
x012y072x021y081.201901.10x10.d02.m3d,2019,1,d02,107,12,72,21,81,49.63940048,-134.6613007,50.01810074,-134.2675018,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0107/x012y072x021y081.201901.10x10.d02.m3d
x012y082x021y091.201901.10x10.d02.m3d,2019,1,d02,108,12,82,21,91,49.99069977,-134.7705994,50.36999893,-134.3746033,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0108/x012y082x021y091.201901.10x10.d02.m3d
x012y092x021y101.201901.10x10.d02.m3d,2019,1,d02,109,12,92,21,101,50.34199905,-134.8816986,50.72190094,-134.4835052,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0109/x012y092x021y101.201901.10x10.d02.m3d
x012y102x021y111.201901.10x10.d02.m3d,2019,1,d02,110,12,102,21,111,50.69340134,-134.9945068,51.07389832,-134.594101,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0110/x012y102x021y111.201901.10x10.d02.m3d
x012y112x021y121.201901.10x10.d02.m3d,2019,1,d02,111,12,112,21,121,51.04489899,-135.1092072,51.42589951,-134.7064972,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0111/x012y112x021y121.201901.10x10.d02.m3d
x012y122x021y131.201901.10x10.d02.m3d,2019,1,d02,112,12,122,21,131,51.39630127,-135.2256012,51.7779007,-134.8208008,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0112/x012y122x021y131.201901.10x10.d02.m3d
x012y132x021y141.201901.10x10.d02.m3d,2019,1,d02,113,12,132,21,141,51.74779892,-135.3439941,52.13000107,-134.9369049,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0113/x012y132x021y141.201901.10x10.d02.m3d
x012y142x021y151.201901.10x10.d02.m3d,2019,1,d02,114,12,142,21,151,52.09930038,-135.4642944,52.48199844,-135.0549011,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0114/x012y142x021y151.201901.10x10.d02.m3d
x012y152x021y161.201901.10x10.d02.m3d,2019,1,d02,115,12,152,21,161,52.45069885,-135.5865936,52.83399963,-135.1748962,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0115/x012y152x021y161.201901.10x10.d02.m3d
x012y162x021y171.201901.10x10.d02.m3d,2019,1,d02,116,12,162,21,171,52.80220032,-135.7109985,53.18600082,-135.2969055,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0116/x012y162x021y171.201901.10x10.d02.m3d
x012y172x021y181.201901.10x10.d02.m3d,2019,1,d02,117,12,172,21,181,53.1534996,-135.8374023,53.53789902,-135.4210052,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0117/x012y172x021y181.201901.10x10.d02.m3d
x012y182x021y191.201901.10x10.d02.m3d,2019,1,d02,118,12,182,21,191,53.50479889,-135.9660034,53.88970184,-135.5473022,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0118/x012y182x021y191.201901.10x10.d02.m3d
x012y192x021y201.201901.10x10.d02.m3d,2019,1,d02,119,12,192,21,201,53.85609818,-136.0968018,54.24140167,-135.6755981,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0119/x012y192x021y201.201901.10x10.d02.m3d
x012y202x021y211.201901.10x10.d02.m3d,2019,1,d02,120,12,202,21,211,54.2071991,-136.2297974,54.5931015,-135.8063049,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0120/x012y202x021y211.201901.10x10.d02.m3d
x012y212x021y221.201901.10x10.d02.m3d,2019,1,d02,121,12,212,21,221,54.55820084,-136.365097,54.94459915,-135.9391937,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0121/x012y212x021y221.201901.10x10.d02.m3d
x012y222x021y231.201901.10x10.d02.m3d,2019,1,d02,122,12,222,21,231,54.90909958,-136.5028076,55.29600143,-136.0744934,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0122/x012y222x021y231.201901.10x10.d02.m3d
x012y232x021y241.201901.10x10.d02.m3d,2019,1,d02,123,12,232,21,241,55.25979996,-136.6428986,55.64720154,-136.2120972,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0123/x012y232x021y241.201901.10x10.d02.m3d
x012y242x021y251.201901.10x10.d02.m3d,2019,1,d02,124,12,242,21,251,55.61040115,-136.7855072,55.99819946,-136.3522949,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0124/x012y242x021y251.201901.10x10.d02.m3d
x012y252x021y261.201901.10x10.d02.m3d,2019,1,d02,125,12,252,21,261,55.96080017,-136.9306946,56.34899902,-136.4949951,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0125/x012y252x021y261.201901.10x10.d02.m3d
x012y262x021y271.201901.10x10.d02.m3d,2019,1,d02,126,12,262,21,271,56.31100082,-137.0785065,56.6996994,-136.6403046,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0126/x012y262x021y271.201901.10x10.d02.m3d
x012y272x021y281.201901.10x10.d02.m3d,2019,1,d02,127,12,272,21,281,56.66090012,-137.2290039,57.05009842,-136.7882996,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0127/x012y272x021y281.201901.10x10.d02.m3d
x012y282x021y291.201901.10x10.d02.m3d,2019,1,d02,128,12,282,21,291,57.01060104,-137.3822937,57.40029907,-136.9391022,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0128/x012y282x021y291.201901.10x10.d02.m3d
x012y292x021y301.201901.10x10.d02.m3d,2019,1,d02,129,12,292,21,301,57.36009979,-137.5384064,57.75019836,-137.0926056,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0129/x012y292x021y301.201901.10x10.d02.m3d
x012y302x021y311.201901.10x10.d02.m3d,2019,1,d02,130,12,302,21,311,57.70930099,-137.697403,58.09980011,-137.2492065,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0130/x012y302x021y311.201901.10x10.d02.m3d
x012y312x021y321.201901.10x10.d02.m3d,2019,1,d02,131,12,312,21,321,58.05820084,-137.8594055,58.44910049,-137.4085999,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0131/x012y312x021y321.201901.10x10.d02.m3d
x012y322x021y331.201901.10x10.d02.m3d,2019,1,d02,132,12,322,21,331,58.40670013,-138.0245972,58.79809952,-137.5711975,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0132/x012y322x021y331.201901.10x10.d02.m3d
x012y332x021y341.201901.10x10.d02.m3d,2019,1,d02,133,12,332,21,341,58.75500107,-138.1929016,59.14670181,-137.7368927,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0133/x012y332x021y341.201901.10x10.d02.m3d
x012y342x021y351.201901.10x10.d02.m3d,2019,1,d02,134,12,342,21,351,59.10290146,-138.3643951,59.49499893,-137.905899,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0134/x012y342x021y351.201901.10x10.d02.m3d
x012y352x021y361.201901.10x10.d02.m3d,2019,1,d02,135,12,352,21,361,59.45040131,-138.5393982,59.84289932,-138.0782928,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0135/x012y352x021y361.201901.10x10.d02.m3d
x012y362x021y371.201901.10x10.d02.m3d,2019,1,d02,136,12,362,21,371,59.79750061,-138.717804,60.19039917,-138.2541046,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0136/x012y362x021y371.201901.10x10.d02.m3d
x012y372x021y373.201901.10x10.d02.m3d,2019,1,d02,137,12,372,21,373,60.14419937,-138.899704,60.25989914,-138.2895966,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0137/x012y372x021y373.201901.10x10.d02.m3d
x022y002x031y011.201901.10x10.d02.m3d,2019,1,d02,200,22,2,31,11,47.24869919,-133.4250031,47.62129974,-133.0413055,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0200/x022y002x031y011.201901.10x10.d02.m3d
x022y012x031y021.201901.10x10.d02.m3d,2019,1,d02,201,22,12,31,21,47.59960175,-133.5196075,47.97280121,-133.1338043,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0201/x022y012x031y021.201901.10x10.d02.m3d
x022y022x031y031.201901.10x10.d02.m3d,2019,1,d02,202,22,22,31,31,47.95069885,-133.6156006,48.32450104,-133.2276001,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0202/x022y022x031y031.201901.10x10.d02.m3d
x022y032x031y041.201901.10x10.d02.m3d,2019,1,d02,203,22,32,31,41,48.30199814,-133.7129974,48.67639923,-133.3229065,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0203/x022y032x031y041.201901.10x10.d02.m3d
x022y042x031y051.201901.10x10.d02.m3d,2019,1,d02,204,22,42,31,51,48.65340042,-133.8119965,49.02840042,-133.419693,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0204/x022y042x031y051.201901.10x10.d02.m3d
x022y052x031y061.201901.10x10.d02.m3d,2019,1,d02,205,22,52,31,61,49.00490189,-133.9123993,49.38050079,-133.5180054,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0205/x022y052x031y061.201901.10x10.d02.m3d
x022y062x031y071.201901.10x10.d02.m3d,2019,1,d02,206,22,62,31,71,49.35649872,-134.0144958,49.73270035,-133.6177979,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0206/x022y062x031y071.201901.10x10.d02.m3d
x022y072x031y081.201901.10x10.d02.m3d,2019,1,d02,207,22,72,31,81,49.70830154,-134.118103,50.08509827,-133.719101,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0207/x022y072x031y081.201901.10x10.d02.m3d
x022y082x031y091.201901.10x10.d02.m3d,2019,1,d02,208,22,82,31,91,50.06010056,-134.2232971,50.4375,-133.8220978,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0208/x022y082x031y091.201901.10x10.d02.m3d
x022y092x031y101.201901.10x10.d02.m3d,2019,1,d02,209,22,92,31,101,50.41210175,-134.3302002,50.79000092,-133.9266968,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0209/x022y092x031y101.201901.10x10.d02.m3d
x022y102x031y111.201901.10x10.d02.m3d,2019,1,d02,210,22,102,31,111,50.76399994,-134.4389038,51.14250183,-134.0330048,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0210/x022y102x031y111.201901.10x10.d02.m3d
x022y112x031y121.201901.10x10.d02.m3d,2019,1,d02,211,22,112,31,121,51.11610031,-134.5491943,51.49509811,-134.1410065,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0211/x022y112x031y121.201901.10x10.d02.m3d
x022y122x031y131.201901.10x10.d02.m3d,2019,1,d02,212,22,122,31,131,51.46820068,-134.6614075,51.84780121,-134.2507935,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0212/x022y122x031y131.201901.10x10.d02.m3d
x022y132x031y141.201901.10x10.d02.m3d,2019,1,d02,213,22,132,31,141,51.82030106,-134.7752991,52.20040131,-134.3625031,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0213/x022y132x031y141.201901.10x10.d02.m3d
x022y142x031y151.201901.10x10.d02.m3d,2019,1,d02,214,22,142,31,151,52.17240143,-134.8912048,52.5530014,-134.4759064,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0214/x022y142x031y151.201901.10x10.d02.m3d
x022y152x031y161.201901.10x10.d02.m3d,2019,1,d02,215,22,152,31,161,52.5243988,-135.0090027,52.9056015,-134.5912933,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0215/x022y152x031y161.201901.10x10.d02.m3d
x022y162x031y171.201901.10x10.d02.m3d,2019,1,d02,216,22,162,31,171,52.87649918,-135.1286926,53.2582016,-134.7086029,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0216/x022y162x031y171.201901.10x10.d02.m3d
x022y172x031y181.201901.10x10.d02.m3d,2019,1,d02,217,22,172,31,181,53.22850037,-135.2505035,53.6108017,-134.8278961,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0217/x022y172x031y181.201901.10x10.d02.m3d
x022y182x031y191.201901.10x10.d02.m3d,2019,1,d02,218,22,182,31,191,53.58050156,-135.3742981,53.96319962,-134.949295,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0218/x022y182x031y191.201901.10x10.d02.m3d
x022y192x031y201.201901.10x10.d02.m3d,2019,1,d02,219,22,192,31,201,53.93239975,-135.5001984,54.31560135,-135.0726929,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0219/x022y192x031y201.201901.10x10.d02.m3d
x022y202x031y211.201901.10x10.d02.m3d,2019,1,d02,220,22,202,31,211,54.28419876,-135.6284027,54.66790009,-135.1983032,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0220/x022y202x031y211.201901.10x10.d02.m3d
x022y212x031y221.201901.10x10.d02.m3d,2019,1,d02,221,22,212,31,221,54.63579941,-135.7586975,55.02009964,-135.3262024,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0221/x022y212x031y221.201901.10x10.d02.m3d
x022y222x031y231.201901.10x10.d02.m3d,2019,1,d02,222,22,222,31,231,54.98740005,-135.8914032,55.37210083,-135.4562073,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0222/x022y222x031y231.201901.10x10.d02.m3d
x022y232x031y241.201901.10x10.d02.m3d,2019,1,d02,223,22,232,31,241,55.33879852,-136.0263977,55.72399902,-135.5886993,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0223/x022y232x031y241.201901.10x10.d02.m3d
x022y242x031y251.201901.10x10.d02.m3d,2019,1,d02,224,22,242,31,251,55.69010162,-136.1638031,56.07569885,-135.7234955,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0224/x022y242x031y251.201901.10x10.d02.m3d
x022y252x031y261.201901.10x10.d02.m3d,2019,1,d02,225,22,252,31,261,56.04119873,-136.3036041,56.42720032,-135.8607941,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0225/x022y252x031y261.201901.10x10.d02.m3d
x022y262x031y271.201901.10x10.d02.m3d,2019,1,d02,226,22,262,31,271,56.39210129,-136.446106,56.77859879,-136.0005951,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/0226/x022y262x031y271.201901.10x10.d02.m3d
