filename,year,month,domain,tile,I0,J0,I1,J1,lat0,lon0,lat1,lon1,url
x272y252x281y261.201901.10x10.d02.m3d,2019,1,d02,2725,272,252,281,261,56.9864006,-120.0582962,57.30479813,-119.4522018,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2725/x272y252x281y261.201901.10x10.d02.m3d
x272y262x281y271.201901.10x10.d02.m3d,2019,1,d02,2726,272,262,281,271,57.34590149,-120.0503998,57.66419983,-119.4384995,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2726/x272y262x281y271.201901.10x10.d02.m3d
x272y272x281y281.201901.10x10.d02.m3d,2019,1,d02,2727,272,272,281,281,57.70539856,-120.0423965,58.02349854,-119.4244995,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2727/x272y272x281y281.201901.10x10.d02.m3d
x272y282x281y291.201901.10x10.d02.m3d,2019,1,d02,2728,272,282,281,291,58.06470108,-120.0343018,58.38259888,-119.410202,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2728/x272y282x281y291.201901.10x10.d02.m3d
x272y292x281y301.201901.10x10.d02.m3d,2019,1,d02,2729,272,292,281,301,58.4239006,-120.026001,58.74169922,-119.3956985,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2729/x272y292x281y301.201901.10x10.d02.m3d
x272y302x281y311.201901.10x10.d02.m3d,2019,1,d02,2730,272,302,281,311,58.78300095,-120.017601,59.1006012,-119.3807983,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2730/x272y302x281y311.201901.10x10.d02.m3d
x272y312x281y321.201901.10x10.d02.m3d,2019,1,d02,2731,272,312,281,321,59.14199829,-120.0089035,59.45930099,-119.3656998,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2731/x272y312x281y321.201901.10x10.d02.m3d
x272y322x281y331.201901.10x10.d02.m3d,2019,1,d02,2732,272,322,281,331,59.5007019,-120.0000992,59.81790161,-119.3501968,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2732/x272y322x281y331.201901.10x10.d02.m3d
x272y332x281y341.201901.10x10.d02.m3d,2019,1,d02,2733,272,332,281,341,59.85929871,-119.9910965,60.17620087,-119.3343964,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2733/x272y332x281y341.201901.10x10.d02.m3d
x272y342x281y351.201901.10x10.d02.m3d,2019,1,d02,2734,272,342,281,351,60.21770096,-119.9820023,60.53440094,-119.3183975,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2734/x272y342x281y351.201901.10x10.d02.m3d
x272y352x281y361.201901.10x10.d02.m3d,2019,1,d02,2735,272,352,281,361,60.57590103,-119.9726028,60.89229965,-119.3019028,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2735/x272y352x281y361.201901.10x10.d02.m3d
x272y362x281y371.201901.10x10.d02.m3d,2019,1,d02,2736,272,362,281,371,60.93379974,-119.9629974,61.25,-119.2851028,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2736/x272y362x281y371.201901.10x10.d02.m3d
x272y372x281y373.201901.10x10.d02.m3d,2019,1,d02,2737,272,372,281,373,61.29150009,-119.9532013,61.32149887,-119.2817001,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2737/x272y372x281y373.201901.10x10.d02.m3d
x282y002x291y011.201901.10x10.d02.m3d,2019,1,d02,2800,282,2,291,11,48.00569916,-119.6813965,48.32049942,-119.1894989,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2800/x282y002x291y011.201901.10x10.d02.m3d
x282y012x291y021.201901.10x10.d02.m3d,2019,1,d02,2801,282,12,291,21,48.36289978,-119.6722031,48.67779922,-119.1763992,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2801/x282y012x291y021.201901.10x10.d02.m3d
x282y022x291y031.201901.10x10.d02.m3d,2019,1,d02,2802,282,22,291,31,48.72029877,-119.6628036,49.03540039,-119.1631012,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2802/x282y022x291y031.201901.10x10.d02.m3d
x282y032x291y041.201901.10x10.d02.m3d,2019,1,d02,2803,282,32,291,41,49.07799911,-119.6532974,49.3932991,-119.1495972,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2803/x282y032x291y041.201901.10x10.d02.m3d
x282y042x291y051.201901.10x10.d02.m3d,2019,1,d02,2804,282,42,291,51,49.43590164,-119.6436005,49.75130081,-119.1358032,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2804/x282y042x291y051.201901.10x10.d02.m3d
x282y052x291y061.201901.10x10.d02.m3d,2019,1,d02,2805,282,52,291,61,49.79399872,-119.6337967,50.10960007,-119.1219025,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2805/x282y052x291y061.201901.10x10.d02.m3d
x282y062x291y071.201901.10x10.d02.m3d,2019,1,d02,2806,282,62,291,71,50.15240097,-119.6238022,50.4679985,-119.1076965,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2806/x282y062x291y071.201901.10x10.d02.m3d
x282y072x291y081.201901.10x10.d02.m3d,2019,1,d02,2807,282,72,291,81,50.51079941,-119.6137009,50.82659912,-119.0932999,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2807/x282y072x291y081.201901.10x10.d02.m3d
x282y082x291y091.201901.10x10.d02.m3d,2019,1,d02,2808,282,82,291,91,50.86949921,-119.6034012,51.18529892,-119.078598,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2808/x282y082x291y091.201901.10x10.d02.m3d
x282y092x291y101.201901.10x10.d02.m3d,2019,1,d02,2809,282,92,291,101,51.22840118,-119.5929031,51.5442009,-119.063797,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2809/x282y092x291y101.201901.10x10.d02.m3d
x282y102x291y111.201901.10x10.d02.m3d,2019,1,d02,2810,282,102,291,111,51.58729935,-119.5822983,51.90330124,-119.0485992,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2810/x282y102x291y111.201901.10x10.d02.m3d
x282y112x291y121.201901.10x10.d02.m3d,2019,1,d02,2811,282,112,291,121,51.94639969,-119.5714035,52.26240158,-119.0332031,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2811/x282y112x291y121.201901.10x10.d02.m3d
x282y122x291y131.201901.10x10.d02.m3d,2019,1,d02,2812,282,122,291,131,52.30569839,-119.5604019,52.62170029,-119.017601,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2812/x282y122x291y131.201901.10x10.d02.m3d
x282y132x291y141.201901.10x10.d02.m3d,2019,1,d02,2813,282,132,291,141,52.66500092,-119.549202,52.98099899,-119.0016022,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2813/x282y132x291y141.201901.10x10.d02.m3d
x282y142x291y151.201901.10x10.d02.m3d,2019,1,d02,2814,282,142,291,151,53.0243988,-119.5378036,53.34049988,-118.9854965,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2814/x282y142x291y151.201901.10x10.d02.m3d
x282y152x291y161.201901.10x10.d02.m3d,2019,1,d02,2815,282,152,291,161,53.38389969,-119.5262985,53.70000076,-118.9690018,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2815/x282y152x291y161.201901.10x10.d02.m3d
x282y162x291y171.201901.10x10.d02.m3d,2019,1,d02,2816,282,162,291,171,53.74349976,-119.5145035,54.05950165,-118.9522018,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2816/x282y162x291y171.201901.10x10.d02.m3d
x282y172x291y181.201901.10x10.d02.m3d,2019,1,d02,2817,282,172,291,181,54.10319901,-119.5025024,54.41910172,-118.9352036,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2817/x282y172x291y181.201901.10x10.d02.m3d
x282y182x291y191.201901.10x10.d02.m3d,2019,1,d02,2818,282,182,291,191,54.46279907,-119.490303,54.77880096,-118.9178009,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2818/x282y182x291y191.201901.10x10.d02.m3d
x282y192x291y201.201901.10x10.d02.m3d,2019,1,d02,2819,282,192,291,201,54.82249832,-119.4778976,55.13840103,-118.9001007,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2819/x282y192x291y201.201901.10x10.d02.m3d
x282y202x291y211.201901.10x10.d02.m3d,2019,1,d02,2820,282,202,291,211,55.18220139,-119.4652023,55.4980011,-118.882103,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2820/x282y202x291y211.201901.10x10.d02.m3d
x282y212x291y221.201901.10x10.d02.m3d,2019,1,d02,2821,282,212,291,221,55.54190063,-119.4524002,55.85770035,-118.8638,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2821/x282y212x291y221.201901.10x10.d02.m3d
x282y222x291y231.201901.10x10.d02.m3d,2019,1,d02,2822,282,222,291,231,55.90159988,-119.4392014,56.21720123,-118.8451004,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2822/x282y222x291y231.201901.10x10.d02.m3d
x282y232x291y241.201901.10x10.d02.m3d,2019,1,d02,2823,282,232,291,241,56.26129913,-119.4259033,56.5768013,-118.8261032,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2823/x282y232x291y241.201901.10x10.d02.m3d
x282y242x291y251.201901.10x10.d02.m3d,2019,1,d02,2824,282,242,291,251,56.6208992,-119.4123001,56.93629837,-118.8067017,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2824/x282y242x291y251.201901.10x10.d02.m3d
x282y252x291y261.201901.10x10.d02.m3d,2019,1,d02,2825,282,252,291,261,56.98049927,-119.3983994,57.29570007,-118.7870026,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2825/x282y252x291y261.201901.10x10.d02.m3d
x282y262x291y271.201901.10x10.d02.m3d,2019,1,d02,2826,282,262,291,271,57.33990097,-119.3843002,57.65499878,-118.7667999,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2826/x282y262x291y271.201901.10x10.d02.m3d
x282y272x291y281.201901.10x10.d02.m3d,2019,1,d02,2827,282,272,291,281,57.69929886,-119.3699036,58.0141983,-118.7462997,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2827/x282y272x291y281.201901.10x10.d02.m3d
x282y282x291y291.201901.10x10.d02.m3d,2019,1,d02,2828,282,282,291,291,58.05860138,-119.3552017,58.37329865,-118.7254028,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2828/x282y282x291y291.201901.10x10.d02.m3d
x282y292x291y301.201901.10x10.d02.m3d,2019,1,d02,2829,282,292,291,301,58.4178009,-119.3402023,58.7322998,-118.7040024,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2829/x282y292x291y301.201901.10x10.d02.m3d
x282y302x291y311.201901.10x10.d02.m3d,2019,1,d02,2830,282,302,291,311,58.77679825,-119.3249969,59.09109879,-118.6822968,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2830/x282y302x291y311.201901.10x10.d02.m3d
x282y312x291y321.201901.10x10.d02.m3d,2019,1,d02,2831,282,312,291,321,59.13570023,-119.3094025,59.4496994,-118.6601028,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2831/x282y312x291y321.201901.10x10.d02.m3d
x282y322x291y331.201901.10x10.d02.m3d,2019,1,d02,2832,282,322,291,331,59.49440002,-119.2935028,59.80820084,-118.6373978,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2832/x282y322x291y331.201901.10x10.d02.m3d
x282y332x291y341.201901.10x10.d02.m3d,2019,1,d02,2833,282,332,291,341,59.85290146,-119.277298,60.16650009,-118.6143036,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2833/x282y332x291y341.201901.10x10.d02.m3d
x282y342x291y351.201901.10x10.d02.m3d,2019,1,d02,2834,282,342,291,351,60.2112999,-119.2606964,60.5245018,-118.5906982,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2834/x282y342x291y351.201901.10x10.d02.m3d
x282y352x291y361.201901.10x10.d02.m3d,2019,1,d02,2835,282,352,291,361,60.56940079,-119.2438965,60.88230133,-118.566597,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2835/x282y352x291y361.201901.10x10.d02.m3d
x282y362x291y371.201901.10x10.d02.m3d,2019,1,d02,2836,282,362,291,371,60.9272995,-119.2266006,61.23989868,-118.5419998,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2836/x282y362x291y371.201901.10x10.d02.m3d
x282y372x291y373.201901.10x10.d02.m3d,2019,1,d02,2837,282,372,291,373,61.28490067,-119.2089996,61.31140137,-118.5370026,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2837/x282y372x291y373.201901.10x10.d02.m3d
x292y002x301y011.201901.10x10.d02.m3d,2019,1,d02,2900,292,2,301,11,47.99819946,-119.1477966,48.3105011,-118.6523972,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2900/x292y002x301y011.201901.10x10.d02.m3d
x292y012x301y021.201901.10x10.d02.m3d,2019,1,d02,2901,292,12,301,21,48.3553009,-119.1343994,48.66770172,-118.6351013,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2901/x292y012x301y021.201901.10x10.d02.m3d
x292y022x301y031.201901.10x10.d02.m3d,2019,1,d02,2902,292,22,301,31,48.71269989,-119.120903,49.02529907,-118.6175995,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2902/x292y022x301y031.201901.10x10.d02.m3d
x292y032x301y041.201901.10x10.d02.m3d,2019,1,d02,2903,292,32,301,41,49.07030106,-119.1072006,49.38299942,-118.5998001,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2903/x292y032x301y041.201901.10x10.d02.m3d
x292y042x301y051.201901.10x10.d02.m3d,2019,1,d02,2904,292,42,301,51,49.42819977,-119.0932007,49.74100113,-118.5817032,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2904/x292y042x301y051.201901.10x10.d02.m3d
x292y052x301y061.201901.10x10.d02.m3d,2019,1,d02,2905,292,52,301,61,49.78620148,-119.0790024,50.09909821,-118.5633011,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2905/x292y052x301y061.201901.10x10.d02.m3d
x292y062x301y071.201901.10x10.d02.m3d,2019,1,d02,2906,292,62,301,71,50.14450073,-119.0645981,50.45740128,-118.5446014,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2906/x292y062x301y071.201901.10x10.d02.m3d
x292y072x301y081.201901.10x10.d02.m3d,2019,1,d02,2907,292,72,301,81,50.50289917,-119.0498962,50.8158989,-118.5255966,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2907/x292y072x301y081.201901.10x10.d02.m3d
x292y082x301y091.201901.10x10.d02.m3d,2019,1,d02,2908,292,82,301,91,50.86149979,-119.0350037,51.17459869,-118.5063019,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2908/x292y082x301y091.201901.10x10.d02.m3d
x292y092x301y101.201901.10x10.d02.m3d,2019,1,d02,2909,292,92,301,101,51.22029877,-119.0198975,51.53340149,-118.486702,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2909/x292y092x301y101.201901.10x10.d02.m3d
x292y102x301y111.201901.10x10.d02.m3d,2019,1,d02,2910,292,102,301,111,51.57920074,-119.0045013,51.89229965,-118.4667969,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2910/x292y102x301y111.201901.10x10.d02.m3d
x292y112x301y121.201901.10x10.d02.m3d,2019,1,d02,2911,292,112,301,121,51.9382019,-118.9888,52.25139999,-118.4465027,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2911/x292y112x301y121.201901.10x10.d02.m3d
x292y122x301y131.201901.10x10.d02.m3d,2019,1,d02,2912,292,122,301,131,52.29740143,-118.9729004,52.61059952,-118.4257965,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2912/x292y122x301y131.201901.10x10.d02.m3d
x292y132x301y141.201901.10x10.d02.m3d,2019,1,d02,2913,292,132,301,141,52.65660095,-118.9568024,52.96979904,-118.4048996,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2913/x292y132x301y141.201901.10x10.d02.m3d
x292y142x301y151.201901.10x10.d02.m3d,2019,1,d02,2914,292,142,301,151,53.01599884,-118.9403,53.32920074,-118.3835983,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2914/x292y142x301y151.201901.10x10.d02.m3d
x292y152x301y161.201901.10x10.d02.m3d,2019,1,d02,2915,292,152,301,161,53.37540054,-118.9235992,53.68859863,-118.3618011,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2915/x292y152x301y161.201901.10x10.d02.m3d
x292y162x301y171.201901.10x10.d02.m3d,2019,1,d02,2916,292,162,301,171,53.73490143,-118.9065018,54.04800034,-118.339798,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2916/x292y162x301y171.201901.10x10.d02.m3d
x292y172x301y181.201901.10x10.d02.m3d,2019,1,d02,2917,292,172,301,181,54.0945015,-118.8891983,54.40750122,-118.3172989,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2917/x292y172x301y181.201901.10x10.d02.m3d
x292y182x301y191.201901.10x10.d02.m3d,2019,1,d02,2918,292,182,301,191,54.45410156,-118.8715973,54.76699829,-118.2944031,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2918/x292y182x301y191.201901.10x10.d02.m3d
x292y192x301y201.201901.10x10.d02.m3d,2019,1,d02,2919,292,192,301,201,54.81370163,-118.8535995,55.12659836,-118.2711029,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2919/x292y192x301y201.201901.10x10.d02.m3d
x292y202x301y211.201901.10x10.d02.m3d,2019,1,d02,2920,292,202,301,211,55.1733017,-118.8354034,55.48609924,-118.2473984,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2920/x292y202x301y211.201901.10x10.d02.m3d
x292y212x301y221.201901.10x10.d02.m3d,2019,1,d02,2921,292,212,301,221,55.53300095,-118.8167038,55.84560013,-118.2231979,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2921/x292y212x301y221.201901.10x10.d02.m3d
x292y222x301y231.201901.10x10.d02.m3d,2019,1,d02,2922,292,222,301,231,55.89260101,-118.7977982,56.20510101,-118.1986008,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2922/x292y222x301y231.201901.10x10.d02.m3d
x292y232x301y241.201901.10x10.d02.m3d,2019,1,d02,2923,292,232,301,241,56.25220108,-118.7785034,56.5644989,-118.1735992,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2923/x292y232x301y241.201901.10x10.d02.m3d
x292y242x301y251.201901.10x10.d02.m3d,2019,1,d02,2924,292,242,301,251,56.61169815,-118.7587967,56.9239006,-118.1480026,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2924/x292y242x301y251.201901.10x10.d02.m3d
x292y252x301y261.201901.10x10.d02.m3d,2019,1,d02,2925,292,252,301,261,56.97109985,-118.7388,57.28319931,-118.1220016,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2925/x292y252x301y261.201901.10x10.d02.m3d
x292y262x301y271.201901.10x10.d02.m3d,2019,1,d02,2926,292,262,301,271,57.33050156,-118.718399,57.64239883,-118.0954971,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2926/x292y262x301y271.201901.10x10.d02.m3d
x292y272x301y281.201901.10x10.d02.m3d,2019,1,d02,2927,292,272,301,281,57.68980026,-118.6976013,58.00149918,-118.0684967,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2927/x292y272x301y281.201901.10x10.d02.m3d
x292y282x301y291.201901.10x10.d02.m3d,2019,1,d02,2928,292,282,301,291,58.04899979,-118.6763992,58.36050034,-118.0409012,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2928/x292y282x301y291.201901.10x10.d02.m3d
x292y292x301y301.201901.10x10.d02.m3d,2019,1,d02,2929,292,292,301,301,58.40810013,-118.6547012,58.71929932,-118.0128021,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2929/x292y292x301y301.201901.10x10.d02.m3d
x292y302x301y311.201901.10x10.d02.m3d,2019,1,d02,2930,292,302,301,311,58.76699829,-118.6326981,59.07799911,-117.9841995,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2930/x292y302x301y311.201901.10x10.d02.m3d
x292y312x301y321.201901.10x10.d02.m3d,2019,1,d02,2931,292,312,301,321,59.12580109,-118.610199,59.43650055,-117.9549026,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2931/x292y312x301y321.201901.10x10.d02.m3d
x292y322x301y331.201901.10x10.d02.m3d,2019,1,d02,2932,292,322,301,331,59.4844017,-118.5871964,59.79489899,-117.9251022,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2932/x292y322x301y331.201901.10x10.d02.m3d
x292y332x301y341.201901.10x10.d02.m3d,2019,1,d02,2933,292,332,301,341,59.84289932,-118.563797,60.15299988,-117.8945999,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2933/x292y332x301y341.201901.10x10.d02.m3d
x292y342x301y351.201901.10x10.d02.m3d,2019,1,d02,2934,292,342,301,351,60.2010994,-118.5399017,60.51089859,-117.8635025,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2934/x292y342x301y351.201901.10x10.d02.m3d
x292y352x301y361.201901.10x10.d02.m3d,2019,1,d02,2935,292,352,301,361,60.5591011,-118.5155029,60.86859894,-117.8318024,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2935/x292y352x301y361.201901.10x10.d02.m3d
x292y362x301y371.201901.10x10.d02.m3d,2019,1,d02,2936,292,362,301,371,60.91690063,-118.4906006,61.22600174,-117.7994003,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2936/x292y362x301y371.201901.10x10.d02.m3d
x292y372x301y373.201901.10x10.d02.m3d,2019,1,d02,2937,292,372,301,373,61.2743988,-118.4651031,61.29750061,-117.7928009,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/2937/x292y372x301y373.201901.10x10.d02.m3d
x302y002x311y011.201901.10x10.d02.m3d,2019,1,d02,3000,302,2,311,11,47.98799896,-118.6144028,48.29769897,-118.1155014,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3000/x302y002x311y011.201901.10x10.d02.m3d
x302y012x311y021.201901.10x10.d02.m3d,2019,1,d02,3001,302,12,311,21,48.34500122,-118.5969009,48.6548996,-118.094101,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3001/x302y012x311y021.201901.10x10.d02.m3d
x302y022x311y031.201901.10x10.d02.m3d,2019,1,d02,3002,302,22,311,31,48.70230103,-118.5792007,49.01229858,-118.0723038,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3002/x302y022x311y031.201901.10x10.d02.m3d
x302y032x311y041.201901.10x10.d02.m3d,2019,1,d02,3003,302,32,311,41,49.05989838,-118.561203,49.36989975,-118.0502014,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3003/x302y032x311y041.201901.10x10.d02.m3d
x302y042x311y051.201901.10x10.d02.m3d,2019,1,d02,3004,302,42,311,51,49.41759872,-118.5429001,49.72769928,-118.0278015,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3004/x302y042x311y051.201901.10x10.d02.m3d
x302y052x311y061.201901.10x10.d02.m3d,2019,1,d02,3005,302,52,311,61,49.77560043,-118.5243988,50.08580017,-118.0049973,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3005/x302y052x311y061.201901.10x10.d02.m3d
x302y062x311y071.201901.10x10.d02.m3d,2019,1,d02,3006,302,62,311,71,50.13370132,-118.5055008,50.44400024,-117.9817963,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3006/x302y062x311y071.201901.10x10.d02.m3d
x302y072x311y081.201901.10x10.d02.m3d,2019,1,d02,3007,302,72,311,81,50.49209976,-118.4863968,50.80239868,-117.9581985,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3007/x302y072x311y081.201901.10x10.d02.m3d
x302y082x311y091.201901.10x10.d02.m3d,2019,1,d02,3008,302,82,311,91,50.8506012,-118.4669037,51.16090012,-117.9343033,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3008/x302y082x311y091.201901.10x10.d02.m3d
x302y092x311y101.201901.10x10.d02.m3d,2019,1,d02,3009,302,92,311,101,51.20920181,-118.4470978,51.51959991,-117.9100037,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3009/x302y092x311y101.201901.10x10.d02.m3d
x302y102x311y111.201901.10x10.d02.m3d,2019,1,d02,3010,302,102,311,111,51.56800079,-118.427002,51.8783989,-117.8852005,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3010/x302y102x311y111.201901.10x10.d02.m3d
x302y112x311y121.201901.10x10.d02.m3d,2019,1,d02,3011,302,112,311,121,51.92699814,-118.4065018,52.23740005,-117.8600998,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3011/x302y112x311y121.201901.10x10.d02.m3d
x302y122x311y131.201901.10x10.d02.m3d,2019,1,d02,3012,302,122,311,131,52.2859993,-118.3856964,52.59640121,-117.8345032,https://nrs.objectstore.gov.bc.ca/wrfdel/calpuff/3ddat/201901/d02/3012/x302y122x311y131.201901.10x10.d02.m3d
